Timestamp,CH1,behavior
72190.869,-0.173,walking
72257.53,-0.232,walking
72324.184,-0.05,walking
72390.845,-0.075,walking
72457.502,-0.086,walking
72524.159,-0.134,walking
72590.822,-0.11,walking
72657.481,-0.257,walking
72724.137,-0.422,walking
72790.793,-0.389,walking
72857.454,-0.277,walking
72924.11,-0.17,walking
72990.768,-0.204,walking
73057.427,-0.231,walking
73124.084,-0.195,walking
73190.74,-0.134,walking
73257.404,-0.068,walking
73324.059,-0.254,walking
73390.714,-0.271,walking
73457.377,-0.135,walking
73524.03,-0.095,walking
73590.69,-0.049,walking
73657.35,-0.062,walking
73724.011,0.134,walking
73790.665,0.189,walking
73857.322,0.013,walking
73923.982,-0.074,walking
73990.639,-0.187,walking
74057.297,-0.346,walking
74123.954,-0.333,walking
74190.614,-0.423,walking
74257.271,-0.287,walking
74323.93,-0.286,walking
74390.59,-0.194,walking
74457.246,-0.004,walking
74523.904,0.068,walking
74590.561,0.104,walking
74657.221,0.216,walking
74723.881,0.264,walking
74790.54,0.226,walking
74857.198,0.407,walking
74923.856,0.623,walking
74990.514,0.658,walking
75057.17,0.617,walking
75123.825,0.554,walking
75190.488,0.48,walking
75257.147,0.199,walking
75323.803,0.193,walking
75390.461,0.091,walking
75457.119,-0.303,walking
75523.777,-0.572,walking
75590.433,-0.838,walking
75657.091,-0.96,walking
75723.749,-1.249,walking
75790.413,-1.286,walking
75857.067,-1.232,walking
75923.726,-1.009,walking
75990.385,-0.899,walking
76057.041,-0.729,walking
76123.702,-0.445,walking
76190.357,-0.097,walking
76257.019,0.237,walking
76323.673,0.49,walking
76390.331,0.686,walking
76456.992,0.907,walking
76523.652,0.994,walking
76590.308,1.338,walking
76656.969,1.587,walking
76723.621,1.73,walking
76790.285,1.714,walking
76856.942,1.682,walking
76923.598,1.527,walking
76990.258,1.393,walking
77056.915,1.382,walking
77123.572,1.334,walking
77190.233,1.163,walking
77256.89,1.004,walking
77323.548,0.83,walking
77390.208,0.738,walking
77456.862,0.669,walking
77523.522,0.678,grooming
77590.179,0.507,grooming
77656.835,0.427,grooming
77723.494,0.483,grooming
77790.157,0.578,grooming
77856.812,0.476,idle
77923.468,0.424,idle
77990.127,0.522,idle
78056.783,0.666,idle
78123.443,0.563,idle
78190.101,0.513,idle
78256.759,0.596,idle
78323.416,0.673,idle
78390.075,0.648,idle
78456.735,0.797,idle
78523.39,0.88,idle
78590.048,0.902,idle
78656.709,0.873,idle
78723.371,0.833,idle
78790.027,0.842,idle
78856.684,0.95,idle
78923.342,0.941,idle
78990.004,1.006,idle
79056.655,0.935,idle
79123.314,0.996,idle
79189.975,0.88,idle
79256.635,0.809,idle
79323.289,0.762,idle
79389.946,0.66,idle
79456.611,0.503,idle
79523.268,0.389,idle
79589.924,0.204,idle
79656.58,0.021,idle
79723.241,-0.091,idle
79789.898,-0.32,idle
79856.555,-0.332,idle
79923.218,-0.315,idle
79989.869,-0.404,idle
80056.533,-0.559,idle
80123.192,-0.676,idle
80189.844,-0.761,idle
80256.507,-0.69,idle
80323.163,-0.599,idle
80389.82,-0.519,idle
80456.475,-0.444,idle
80523.139,-0.362,idle
80589.796,-0.128,idle
80656.454,0.084,urinating
80723.107,0.417,urinating
80789.77,0.652,urinating
80856.426,0.517,urinating
80923.082,0.569,urinating
80989.739,0.695,urinating
81056.401,0.828,urinating
81123.058,0.876,urinating
81189.714,0.943,urinating
81256.375,0.681,urinating
81323.034,0.36,urinating
81389.689,0.286,urinating
81456.348,0.365,urinating
81523.004,0.479,urinating
81589.665,0.462,urinating
81656.324,0.44,urinating
81722.981,0.25,urinating
81789.638,0.27,urinating
81856.298,0.381,urinating
81922.951,0.241,urinating
81989.61,0.16,urinating
82056.268,0.234,urinating
82122.93,0.312,urinating
82189.584,0.301,urinating
82256.246,0.482,urinating
82322.898,0.724,urinating
82389.557,0.855,urinating
82456.217,0.781,urinating
82522.874,0.903,urinating
82589.535,0.82,urinating
82656.189,0.795,urinating
82722.851,0.709,urinating
82789.506,0.467,urinating
82856.162,0.432,urinating
82922.826,0.35,urinating
82989.484,0.264,urinating
83056.14,0.132,urinating
83122.799,-0.151,urinating
83189.457,0.107,urinating
83256.111,0.093,urinating
83322.768,0.187,urinating
83389.429,0.173,urinating
83456.088,0.313,urinating
83522.742,0.321,urinating
83589.401,0.606,urinating
83656.061,0.697,urinating
83722.721,0.801,urinating
83789.377,1.163,urinating
83856.032,1.353,urinating
83922.695,1.492,urinating
83989.352,1.77,urinating
84056.005,1.832,urinating
84122.665,2.207,urinating
84189.325,2.231,urinating
84255.981,2.37,urinating
84322.64,2.37,urinating
84389.299,2.496,urinating
84455.956,2.35,urinating
84522.614,2.119,urinating
84589.272,1.901,urinating
84655.93,1.863,urinating
84722.588,1.815,urinating
84789.244,1.75,urinating
84855.903,1.793,urinating
84922.561,2.082,urinating
84989.216,2.169,urinating
85055.876,2.349,urinating
85122.538,2.293,urinating
85189.196,2.327,urinating
85255.853,2.36,urinating
85322.512,2.435,urinating
85389.17,2.239,urinating
85455.828,2.362,urinating
85522.486,2.529,urinating
85589.143,2.586,urinating
85655.799,2.597,urinating
85722.456,2.582,urinating
85789.113,2.478,urinating
85855.772,2.23,urinating
85922.428,1.858,urinating
85989.086,1.686,urinating
86055.746,1.432,urinating
86122.406,1.578,urinating
86189.063,1.484,urinating
86255.72,1.369,urinating
86322.377,1.259,hind lick
86389.033,1.334,hind lick
86455.693,1.366,hind lick
86522.355,1.247,hind lick
86589.013,1.202,hind lick
86655.667,1.163,hind lick
86722.327,1.132,hind lick
86788.984,0.862,hind lick
86855.638,0.705,hind lick
86922.299,0.84,hind lick
86988.955,0.686,hind lick
87055.614,0.863,hind lick
87122.27,0.815,hind lick
87188.933,0.584,hind lick
87255.591,0.606,hind lick
87322.248,0.462,hind lick
87388.907,0.471,hind lick
87455.566,0.429,hind lick
87522.222,0.377,hind lick
87588.876,0.337,hind lick
87655.537,0.319,hind lick
87722.193,0.369,hind lick
87788.855,0.561,hind lick
87855.508,0.758,hind lick
87922.166,0.828,hind lick
87988.824,0.769,walking
88055.482,0.768,walking
88122.144,0.586,walking
88188.803,0.756,walking
88255.46,0.806,walking
88322.114,0.855,walking
88388.777,0.874,walking
88455.429,0.756,walking
88522.089,0.813,walking
88588.75,0.717,walking
88655.404,0.773,walking
88722.067,0.754,walking
88788.724,0.98,walking
88855.378,1.13,walking
88922.036,1.092,walking
88988.694,1.25,walking
89055.357,1.237,walking
89122.013,1.272,walking
89188.671,1.347,walking
89255.327,1.147,walking
89321.986,1.25,walking
89388.643,1.201,walking
89455.302,1.154,walking
89521.957,1.119,walking
89588.62,1.261,walking
89655.277,1.297,walking
89721.932,1.299,walking
89788.593,1.006,walking
89855.251,0.829,walking
89921.908,0.902,walking
89988.566,0.79,walking
90055.221,0.779,walking
90121.884,0.745,walking
90188.543,0.559,walking
90255.2,0.561,walking
90321.856,0.443,walking
90388.514,0.48,walking
90455.171,0.426,walking
90521.828,0.366,walking
90588.486,0.478,walking
90655.148,0.492,walking
90721.807,0.652,walking
90788.459,0.967,walking
90855.121,1.059,walking
90921.779,1.051,walking
90988.438,1.171,walking
91055.092,1.138,walking
91121.752,1.149,walking
91188.407,1.215,walking
91255.066,1.352,walking
91321.727,1.441,supported rearing
91388.382,1.451,supported rearing
91455.041,1.581,supported rearing
91521.698,1.666,supported rearing
91588.361,1.436,supported rearing
91655.016,1.346,supported rearing
91721.677,1.252,supported rearing
91788.329,1.072,supported rearing
91854.987,1.101,supported rearing
91921.65,0.996,supported rearing
91988.307,0.978,supported rearing
92054.962,0.957,walking
92121.621,0.86,walking
92188.281,0.911,walking
92254.937,1.003,walking
92321.599,0.975,walking
92388.253,0.968,walking
92454.909,1.026,walking
92521.567,1.029,walking
92588.225,1.188,walking
92654.888,1.231,walking
92721.543,1.353,walking
92788.199,1.275,walking
92854.861,1.152,walking
92921.516,1.096,walking
92988.178,0.823,walking
93054.836,0.697,walking
93121.489,0.712,walking
93188.149,0.628,walking
93254.806,0.497,walking
93321.463,0.717,walking
93388.123,0.517,walking
93454.782,0.507,walking
93521.438,0.572,walking
93588.099,0.491,walking
93654.755,0.674,walking
93721.412,0.52,walking
93788.071,0.568,walking
93854.728,0.652,walking
93921.385,0.637,walking
93988.042,0.817,walking
94054.699,0.907,walking
94121.357,0.916,walking
94188.017,0.889,walking
94254.675,0.883,walking
94321.333,0.263,walking
94387.994,0.274,walking
94454.648,-0.009,walking
94521.308,-0.108,walking
94587.968,-0.296,walking
94654.627,-0.741,walking
94721.281,-0.831,walking
94787.94,-0.835,walking
94854.598,-0.934,walking
94921.254,-1.047,walking
94987.913,-1.118,walking
95054.571,-1.08,walking
95121.231,-1.182,walking
95187.887,-1.023,walking
95254.546,-0.995,walking
95321.204,-0.637,walking
95387.86,-0.748,walking
95454.521,-0.542,walking
95521.18,-0.67,walking
95587.839,-0.486,walking
95654.497,-0.275,walking
95721.151,-0.247,walking
95787.808,-0.238,walking
95854.469,-0.153,walking
95921.126,-0.004,walking
95987.781,0.129,walking
96054.44,0.092,walking
96121.096,0.174,walking
96187.756,-0.08,walking
96254.411,-0.105,walking
96321.075,0.005,walking
96387.727,0.219,walking
96454.384,0.097,walking
96521.045,0.236,walking
96587.705,0.025,walking
96654.357,0.046,walking
96721.02,0.007,walking
96787.674,0.029,walking
96854.333,-0.129,walking
96920.994,-0.092,walking
96987.648,-0.195,walking
97054.308,-0.23,walking
97120.964,-0.194,walking
97187.62,-0.05,walking
97254.276,0.024,walking
97320.938,-0.029,walking
97387.596,-0.021,walking
97454.255,0.082,walking
97520.911,0.023,walking
97587.568,0.269,walking
97654.229,0.126,walking
97720.885,0.115,walking
97787.541,0.146,walking
97854.198,0.209,walking
97920.855,0.035,walking
97987.511,0.201,walking
98054.171,0.16,walking
98120.831,0.044,walking
98187.485,0.135,walking
98254.144,0.069,walking
98320.803,-0.109,walking
98387.459,-0.272,walking
98454.118,-0.335,walking
98520.772,-0.393,walking
98587.429,-0.495,walking
98654.088,-0.515,walking
98720.746,-0.562,walking
98787.406,-0.605,walking
98854.065,-0.761,walking
98920.718,-0.766,walking
98987.375,-0.95,walking
99054.035,-1.134,walking
99120.697,-1.127,walking
99187.352,-1.22,walking
99254.009,-1.362,walking
99320.669,-1.368,walking
99387.328,-1.364,walking
99453.982,-1.425,walking
99520.64,-1.291,walking
99587.294,-1.434,walking
99653.955,-1.446,walking
99720.616,-1.464,walking
99787.268,-1.612,walking
99853.93,-1.64,walking
99920.586,-1.51,walking
99987.244,-1.665,walking
100053.903,-1.671,walking
100120.558,-1.648,walking
100187.22,-1.625,walking
100253.877,-1.693,supported rearing
100320.529,-1.689,supported rearing
100387.191,-1.579,supported rearing
100453.849,-1.35,supported rearing
100520.506,-1.596,supported rearing
100587.162,-1.521,supported rearing
100653.82,-1.567,supported rearing
100720.477,-1.629,supported rearing
100787.139,-1.476,supported rearing
100853.793,-0.918,supported rearing
100920.453,-0.74,supported rearing
100987.11,-0.257,supported rearing
101053.768,0.105,supported rearing
101120.424,0.394,supported rearing
101187.084,0.523,supported rearing
101253.738,0.778,supported rearing
101320.395,1.061,supported rearing
101387.055,0.888,supported rearing
101453.712,0.859,supported rearing
101520.371,1.071,supported rearing
101587.029,1.194,supported rearing
101653.686,1.233,supported rearing
101720.343,1.462,supported rearing
101787,1.318,walking
101853.659,0.909,walking
101920.317,0.506,walking
101986.974,0.115,walking
102053.633,-0.009,walking
102120.288,-0.279,walking
102186.945,-0.466,walking
102253.606,-0.586,walking
102320.264,-0.802,walking
102386.915,-0.676,walking
102453.574,-0.707,walking
102520.236,-0.908,walking
102586.89,-0.775,walking
102653.549,-0.645,walking
102720.208,-0.621,walking
102786.867,-0.437,walking
102853.518,-0.025,walking
102920.176,0.392,walking
102986.835,0.815,walking
103053.494,1.118,walking
103120.155,1.349,walking
103186.81,1.524,walking
103253.465,1.779,walking
103320.124,2.04,walking
103386.78,2.215,walking
103453.438,2.296,walking
103520.101,2.515,walking
103586.758,2.411,walking
103653.411,2.602,walking
103720.072,2.678,walking
103786.731,2.773,walking
103853.384,2.529,supported rearing
103920.046,2.221,supported rearing
103986.7,2.009,supported rearing
104053.359,1.837,supported rearing
104120.018,1.705,supported rearing
104186.679,1.372,supported rearing
104253.336,1.222,supported rearing
104319.995,0.936,supported rearing
104386.651,0.818,supported rearing
104453.313,0.667,supported rearing
104519.972,0.641,supported rearing
104586.628,0.494,supported rearing
104653.29,0.195,supported rearing
104719.945,-0.089,supported rearing
104786.601,-0.317,supported rearing
104853.262,-0.57,supported rearing
104919.921,-0.618,supported rearing
104986.58,-0.869,supported rearing
105053.238,-0.919,supported rearing
105119.893,-0.892,supported rearing
105186.556,-0.967,idle
105253.211,-1.188,idle
105319.873,-1.187,idle
105386.531,-1.157,idle
105453.189,-1.045,idle
105519.847,-1.092,idle
105586.509,-0.966,idle
105653.166,-0.698,idle
105719.823,-0.456,idle
105786.48,-0.376,idle
105853.142,-0.188,idle
105919.797,0.005,idle
105986.453,0.246,idle
106053.116,0.329,idle
106119.774,0.278,idle
106186.432,0.552,idle
106253.088,0.86,idle
106319.746,1.068,idle
106386.41,1.046,idle
106453.066,0.757,idle
106519.722,0.816,idle
106586.385,0.86,idle
106653.043,0.668,idle
106719.697,0.662,idle
106786.361,0.614,idle
106853.013,0.543,idle
106919.677,0.389,idle
106986.335,0.132,idle
107052.991,-0.025,idle
107119.651,-0.038,idle
107186.311,-0.041,idle
107252.968,-0.04,idle
107319.628,-0.14,idle
107386.287,-0.14,idle
107452.944,0.042,idle
107519.6,0.053,idle
107586.257,-0.006,idle
107652.92,0.102,idle
107719.578,0.01,idle
107786.232,0.204,idle
107852.891,0.242,idle
107919.554,0.41,idle
107986.212,0.532,idle
108052.872,0.542,idle
108119.529,0.493,idle
108186.184,0.544,idle
108252.845,0.544,idle
108319.502,0.604,idle
108386.164,0.763,idle
108452.823,0.678,idle
108519.481,0.521,idle
108586.135,0.652,idle
108652.796,0.501,idle
108719.458,0.492,idle
108786.114,0.531,idle
108852.773,0.558,idle
108919.428,0.506,idle
108986.091,0.595,idle
109052.746,0.637,idle
109119.407,0.692,idle
109186.065,0.769,idle
109252.719,0.783,idle
109319.378,0.703,idle
109386.037,0.47,idle
109452.7,0.52,idle
109519.358,0.735,idle
109586.015,0.551,hind lick
109652.671,0.737,hind lick
109719.332,0.769,hind lick
109785.992,0.649,hind lick
109852.648,0.728,hind lick
109919.308,0.791,hind lick
109985.965,0.624,hind lick
110052.627,0.421,hind lick
110119.284,0.423,hind lick
110185.942,0.328,hind lick
110252.597,0.222,hind lick
110319.255,0.223,hind lick
110385.915,0.447,hind lick
110452.577,0.499,hind lick
110519.234,0.519,hind lick
110585.892,0.595,hind lick
110652.551,0.553,hind lick
110719.21,0.524,hind lick
110785.867,0.585,hind lick
110852.527,0.503,hind lick
110919.184,0.28,hind lick
110985.841,0.33,hind lick
111052.501,0.336,hind lick
111119.163,0.3,hind lick
111185.816,0.232,hind lick
111252.477,0.098,hind lick
111319.136,0.145,hind lick
111385.796,-0.066,hind lick
111452.45,-0.158,abdomen lick
111519.113,-0.307,abdomen lick
111585.773,-0.305,abdomen lick
111652.426,-0.447,abdomen lick
111719.089,-0.474,abdomen lick
111785.745,-0.747,abdomen lick
111852.405,-0.643,abdomen lick
111919.066,-0.382,abdomen lick
111985.722,-0.276,abdomen lick
112052.375,-0.198,abdomen lick
112119.035,-0.051,abdomen lick
112185.691,0.079,abdomen lick
112252.353,0.258,abdomen lick
112319.01,0.15,abdomen lick
112385.667,0.447,abdomen lick
112452.323,0.485,abdomen lick
112518.982,0.54,abdomen lick
112585.636,0.497,abdomen lick
112652.298,0.502,abdomen lick
112718.952,0.788,abdomen lick
112785.613,1.12,abdomen lick
112852.269,1.146,abdomen lick
112918.926,1.158,abdomen lick
112985.581,1.294,abdomen lick
113052.242,1.403,abdomen lick
113118.9,1.363,abdomen lick
113185.555,1.36,abdomen lick
113252.212,1.329,abdomen lick
113318.867,1.45,abdomen lick
113385.526,1.297,abdomen lick
113452.188,1.346,abdomen lick
113518.84,1.443,abdomen lick
113585.502,1.511,abdomen lick
113652.158,1.557,abdomen lick
113718.814,1.425,abdomen lick
113785.469,1.342,abdomen lick
113852.129,1.382,abdomen lick
113918.79,1.375,abdomen lick
113985.443,1.182,abdomen lick
114052.104,1.237,abdomen lick
114118.762,1.174,abdomen lick
114185.417,1.044,abdomen lick
114252.078,1.089,abdomen lick
114318.735,1.183,abdomen lick
114385.391,0.95,abdomen lick
114452.047,1.049,abdomen lick
114518.702,0.988,fore lick
114585.361,1.293,fore lick
114652.017,1.34,fore lick
114718.675,1.347,fore lick
114785.334,1.254,fore lick
114851.991,1.254,fore lick
114918.65,1.295,fore lick
114985.304,1.358,fore lick
115051.961,1.079,fore lick
115118.618,1.096,fore lick
115185.276,1.246,fore lick
115251.936,1.103,fore lick
115318.595,0.896,fore lick
115385.254,0.942,fore lick
115451.909,0.905,fore lick
115518.563,0.842,fore lick
115585.225,0.362,fore lick
115651.88,0.373,fore lick
115718.54,0.028,fore lick
115785.195,-0.212,idle
115851.851,-0.686,idle
115918.511,-1.005,idle
115985.17,-1.133,idle
116051.824,-1.033,idle
116118.484,-1.2,idle
116185.142,-1.349,idle
116251.796,-1.439,idle
116318.455,-1.563,idle
116385.113,-1.681,idle
116451.771,-1.804,idle
116518.425,-1.852,idle
116585.087,-1.801,idle
116651.744,-1.875,idle
116718.397,-1.732,idle
116785.058,-1.538,idle
116851.715,-1.29,idle
116918.369,-1.165,idle
116985.032,-1.217,idle
117051.684,-1.298,idle
117118.346,-1.232,idle
117185.005,-1.24,idle
117251.657,-1.135,idle
117318.317,-1.085,idle
117384.973,-0.93,idle
117451.631,-0.767,idle
117518.291,-0.771,idle
117584.945,-0.847,idle
117651.605,-0.935,idle
117718.258,-0.86,idle
117784.92,-1.081,idle
117851.577,-1.12,idle
117918.231,-1.143,idle
117984.89,-1.044,idle
118051.55,-0.93,idle
118118.207,-0.86,idle
118184.861,-0.906,idle
118251.517,-1.088,idle
118318.179,-1.142,idle
118384.837,-0.978,idle
118451.494,-1.05,walking
118518.152,-0.956,walking
118584.809,-0.805,walking
118651.468,-0.929,walking
118718.119,-0.943,walking
118784.776,-0.813,walking
118851.438,-0.717,walking
118918.095,-0.733,walking
118984.753,-0.621,walking
119051.409,-0.564,walking
119118.066,-0.626,walking
119184.721,-0.721,walking
119251.384,-0.614,walking
119318.037,-0.62,walking
119384.697,-0.888,walking
119451.351,-1.1,walking
119518.01,-1.318,walking
119584.669,-1.294,walking
119651.324,-1.126,walking
119717.986,-1.071,walking
119784.64,-1.061,walking
119851.297,-1.258,walking
119917.953,-1.081,walking
119984.612,-1.425,walking
120051.274,-1.547,walking
120117.928,-1.574,walking
120184.591,-1.367,walking
120251.246,-1.226,walking
120317.902,-1.259,walking
120384.564,-0.925,walking
120451.223,-0.883,walking
120517.881,-0.529,walking
120584.539,-0.725,walking
120651.197,-0.798,walking
120717.85,-0.937,walking
120784.511,-0.909,walking
120851.171,-0.855,walking
120917.829,-1.125,walking
120984.484,-0.906,walking
121051.146,-0.885,walking
121117.802,-0.701,fore lick
121184.461,-0.633,fore lick
121251.117,-0.649,fore lick
121317.779,-0.174,fore lick
121384.436,-0.446,fore lick
121451.095,-0.115,fore lick
121517.752,-0.065,fore lick
121584.408,0.335,fore lick
121651.067,0.548,fore lick
121717.723,0.805,fore lick
121784.383,0.899,fore lick
121851.044,1.119,fore lick
121917.704,1.286,fore lick
121984.358,1.325,fore lick
122051.017,1.455,fore lick
122117.673,1.293,walking
122184.332,1.121,walking
122250.992,1.187,walking
122317.651,0.844,walking
122384.311,0.74,walking
122450.966,0.492,walking
122517.624,0.276,walking
122584.28,0.056,walking
122650.939,-0.057,walking
122717.599,-0.282,walking
122784.256,-0.278,walking
122850.913,-0.477,walking
122917.576,-0.347,walking
122984.23,-0.257,walking
123050.892,-0.281,walking
123117.552,-0.236,walking
123184.208,-0.309,walking
123250.861,-0.416,walking
123317.521,-0.521,walking
123384.182,-0.393,idle
123450.836,-0.55,idle
123517.496,-0.754,idle
123584.157,-0.812,idle
123650.813,-0.868,idle
123717.469,-0.973,idle
123784.133,-1.206,idle
123850.79,-1.279,idle
123917.446,-1.536,idle
123984.105,-1.847,idle
124050.765,-1.821,idle
124117.418,-1.933,idle
124184.076,-1.845,idle
124250.738,-1.757,idle
124317.393,-1.496,idle
124384.054,-1.388,idle
124450.715,-1.223,idle
124517.371,-1.075,idle
124584.032,-1.053,idle
124650.689,-1.158,idle
124717.343,-1.075,walking
124784,-0.848,walking
124850.658,-0.646,walking
124917.317,-0.474,walking
124983.974,-0.123,walking
125050.634,-0.089,walking
125117.294,-0.009,walking
125183.949,-0.041,walking
125250.609,-0.165,walking
125317.265,-0.291,walking
125383.925,-0.576,walking
125450.586,-0.667,walking
125517.244,-0.721,walking
125583.901,-0.806,walking
125650.561,-0.738,walking
125717.218,-0.555,walking
125783.878,-0.57,walking
125850.531,-0.636,walking
125917.194,-0.679,walking
125983.852,-0.88,walking
126050.51,-1.043,fore lick
126117.164,-1.029,fore lick
126183.828,-1.015,fore lick
126250.486,-0.941,fore lick
126317.143,-0.782,fore lick
126383.802,-0.71,fore lick
126450.456,-0.592,fore lick
126517.117,-0.507,fore lick
126583.777,-0.578,fore lick
126650.435,-0.685,fore lick
126717.088,-0.894,fore lick
126783.752,-0.962,fore lick
126850.405,-0.989,fore lick
126917.064,-1.145,fore lick
126983.721,-1.163,fore lick
127050.382,-1.165,fore lick
127117.038,-1.286,fore lick
127183.698,-1.082,fore lick
127250.358,-1.098,fore lick
127317.014,-1.473,fore lick
127383.671,-1.206,fore lick
127450.329,-1.326,fore lick
127516.992,-1.217,fore lick
127583.649,-1.205,fore lick
127650.303,-1.177,fore lick
127716.964,-1.279,fore lick
127783.62,-1.217,fore lick
127850.28,-1.214,fore lick
127916.935,-1.222,fore lick
127983.597,-1.354,fore lick
128050.253,-1.279,fore lick
128116.91,-1.261,fore lick
128183.573,-1.446,fore lick
128250.231,-1.705,fore lick
128316.886,-1.657,fore lick
128383.548,-1.918,fore lick
128450.207,-2.111,fore lick
128516.861,-2.233,fore lick
128583.518,-2.164,fore lick
128650.179,-2.172,fore lick
128716.836,-2.011,fore lick
128783.497,-2.139,fore lick
128850.152,-2.108,fore lick
128916.811,-1.99,fore lick
128983.47,-1.965,fore lick
129050.132,-2.074,fore lick
129116.79,-1.969,fore lick
129183.443,-2.043,fore lick
129250.103,-1.771,fore lick
129316.762,-1.719,fore lick
129383.418,-1.654,fore lick
129450.077,-1.462,fore lick
129516.738,-1.49,fore lick
129583.394,-1.511,fore lick
129650.051,-1.264,fore lick
129716.709,-1.161,hind lick
129783.367,-1.005,hind lick
129850.03,-0.968,hind lick
129916.687,-0.86,hind lick
129983.348,-0.414,hind lick
130050.006,-0.394,hind lick
130116.66,-0.362,hind lick
130183.32,-0.341,hind lick
130249.978,-0.616,hind lick
130316.636,-0.546,hind lick
130383.296,-0.631,hind lick
130449.949,-0.581,hind lick
130516.612,-0.671,hind lick
130583.27,-0.648,hind lick
130649.924,-0.949,hind lick
130716.585,-1.146,hind lick
130783.241,-1.193,hind lick
130849.905,-1.258,hind lick
130916.557,-1.45,hind lick
130983.217,-1.843,abdomen lick
131049.879,-1.773,abdomen lick
131116.535,-1.91,abdomen lick
131183.195,-1.72,abdomen lick
131249.853,-1.422,abdomen lick
131316.512,-1.297,abdomen lick
131383.171,-1.07,abdomen lick
131449.826,-0.934,abdomen lick
131516.486,-0.919,abdomen lick
131583.142,-0.875,abdomen lick
131649.798,-0.497,abdomen lick
131716.458,-0.384,abdomen lick
131783.12,-0.299,abdomen lick
131849.773,-0.234,abdomen lick
131916.437,0.065,abdomen lick
131983.095,0.13,abdomen lick
132049.749,0.229,abdomen lick
132116.407,0.273,abdomen lick
132183.065,0.085,abdomen lick
132249.729,0.037,abdomen lick
132316.386,-0.136,abdomen lick
132383.044,-0.073,abdomen lick
132449.698,-0.269,abdomen lick
132516.358,-0.336,abdomen lick
132583.017,-0.438,abdomen lick
132649.673,-0.592,abdomen lick
132716.333,-0.615,abdomen lick
132782.99,-0.696,abdomen lick
132849.652,-0.907,abdomen lick
132916.308,-1.379,abdomen lick
132982.967,-1.331,abdomen lick
133049.626,-1.52,abdomen lick
133116.281,-1.529,abdomen lick
133182.943,-1.432,abdomen lick
133249.599,-1.319,abdomen lick
133316.259,-1.15,abdomen lick
133382.917,-1.237,abdomen lick
133449.576,-1.338,abdomen lick
133516.234,-1.256,abdomen lick
133582.889,-1.307,abdomen lick
133649.548,-1.394,abdomen lick
133716.205,-1.5,abdomen lick
133782.866,-1.511,abdomen lick
133849.526,-1.345,abdomen lick
133916.188,-1.294,abdomen lick
133982.845,-1.169,abdomen lick
134049.497,-1.127,abdomen lick
134116.161,-1.041,abdomen lick
134182.814,-1.077,abdomen lick
134249.473,-1.151,abdomen lick
134316.135,-1.306,abdomen lick
134382.791,-1.389,abdomen lick
134449.45,-1.169,abdomen lick
134516.107,-0.965,abdomen lick
134582.769,-0.833,abdomen lick
134649.427,-0.762,abdomen lick
134716.079,-0.726,abdomen lick
134782.739,-0.754,abdomen lick
134849.399,-0.729,abdomen lick
134916.057,-0.663,abdomen lick
134982.718,-0.565,abdomen lick
135049.37,-0.46,abdomen lick
135116.034,-0.423,abdomen lick
135182.687,-0.261,abdomen lick
135249.346,-0.358,hind lick
135316.009,-0.167,hind lick
135382.663,0.012,hind lick
135449.324,-0.138,hind lick
135515.983,-0.306,hind lick
135582.64,-0.326,hind lick
135649.3,-0.454,hind lick
135715.959,-0.45,hind lick
135782.618,-0.471,hind lick
135849.272,-0.471,hind lick
135915.935,-0.234,hind lick
135982.591,-0.515,hind lick
136049.244,-0.598,hind lick
136115.903,-0.699,hind lick
136182.561,-0.917,hind lick
136249.216,-0.758,hind lick
136315.875,-0.984,hind lick
136382.537,-1.073,hind lick
136449.194,-1.034,hind lick
136515.852,-1.115,hind lick
136582.51,-0.994,hind lick
136649.163,-0.901,hind lick
136715.819,-0.82,hind lick
136782.48,-0.853,hind lick
136849.138,-0.845,hind lick
136915.791,-0.986,hind lick
136982.45,-0.922,hind lick
137049.112,-0.977,hind lick
137115.77,-1.03,idle
137182.424,-0.962,idle
137249.082,-1.127,idle
137315.742,-1.086,idle
137382.398,-1.267,idle
137449.054,-1.198,idle
137515.71,-1.082,idle
137582.37,-1.13,idle
137649.024,-0.965,idle
137715.685,-0.916,idle
137782.341,-0.886,idle
137849.002,-0.961,idle
137915.659,-0.653,idle
137982.315,-0.709,idle
138048.974,-0.686,idle
138115.63,-0.653,abdomen lick
138182.288,-0.769,abdomen lick
138248.946,-0.897,abdomen lick
138315.603,-0.973,abdomen lick
138382.259,-0.796,abdomen lick
138448.914,-0.641,abdomen lick
138515.576,-0.63,abdomen lick
138582.231,-0.668,abdomen lick
138648.894,-0.77,abdomen lick
138715.545,-0.737,abdomen lick
138782.204,-0.516,abdomen lick
138848.86,-0.322,abdomen lick
138915.523,-0.486,abdomen lick
138982.178,-0.448,abdomen lick
139048.839,-0.466,abdomen lick
139115.493,-0.519,abdomen lick
139182.152,-0.479,abdomen lick
139248.805,-0.309,abdomen lick
139315.468,-0.35,abdomen lick
139382.123,-0.195,abdomen lick
139448.779,-0.303,abdomen lick
139515.44,-0.5,abdomen lick
139582.097,-0.457,abdomen lick
139648.753,-0.643,abdomen lick
139715.413,-0.776,abdomen lick
139782.068,-0.894,abdomen lick
139848.727,-0.923,abdomen lick
139915.38,-0.847,abdomen lick
139982.037,-0.565,abdomen lick
140048.697,-0.483,abdomen lick
140115.353,-0.078,abdomen lick
140182.016,0.116,abdomen lick
