time,dF/F,behavior
43661.592,-0.338,fore lick
43728.254,-0.327,fore lick
43794.913,-0.328,fore lick
43861.568,-0.332,fore lick
43928.228,-0.317,fore lick
43994.89,-0.312,fore lick
44061.544,-0.321,fore lick
44128.202,-0.345,fore lick
44194.862,-0.365,fore lick
44261.517,-0.345,fore lick
44328.18,-0.359,fore lick
44394.84,-0.363,fore lick
44461.494,-0.362,fore lick
44528.156,-0.313,fore lick
44594.809,-0.24,fore lick
44661.472,-0.265,fore lick
44728.131,-0.269,fore lick
44794.79,-0.305,fore lick
44861.446,-0.314,fore lick
44928.106,-0.348,fore lick
44994.766,-0.378,fore lick
45061.422,-0.402,fore lick
45128.081,-0.388,fore lick
45194.741,-0.352,fore lick
45261.394,-0.342,fore lick
45328.054,-0.379,fore lick
45394.716,-0.362,fore lick
45461.375,-0.381,fore lick
45528.032,-0.436,fore lick
45594.69,-0.491,fore lick
45661.344,-0.455,fore lick
45728.008,-0.467,fore lick
45794.665,-0.469,fore lick
45861.319,-0.48,fore lick
45927.983,-0.45,fore lick
45994.639,-0.42,fore lick
46061.294,-0.403,fore lick
46127.958,-0.41,fore lick
46194.612,-0.424,fore lick
46261.27,-0.478,walking
46327.932,-0.471,walking
46394.587,-0.552,walking
46461.249,-0.555,walking
46527.907,-0.566,walking
46594.561,-0.552,walking
46661.222,-0.521,walking
46727.883,-0.416,walking
46794.542,-0.169,walking
46861.198,0.069,walking
46927.856,0.24,walking
46994.514,0.437,walking
47061.169,0.662,walking
47127.83,0.931,walking
47194.485,1.149,walking
47261.147,1.386,walking
47327.804,1.575,walking
47394.466,1.796,walking
47461.119,1.95,walking
47527.777,2.149,walking
47594.436,2.323,walking
47661.1,2.472,walking
47727.758,2.574,walking
47794.41,2.551,walking
47861.072,2.505,walking
47927.731,2.524,walking
47994.385,2.556,walking
48061.047,2.546,walking
48127.704,2.455,walking
48194.358,2.408,walking
48261.02,2.35,walking
48327.673,2.31,walking
48394.334,2.293,walking
48460.993,2.31,walking
48527.646,2.293,walking
48594.309,2.271,walking
48660.964,2.279,walking
48727.625,2.277,hind lick
48794.282,2.337,hind lick
48860.936,2.367,hind lick
48927.598,2.381,hind lick
48994.254,2.349,hind lick
49060.908,2.32,hind lick
49127.571,2.366,hind lick
49194.229,2.388,hind lick
49260.885,2.438,hind lick
49327.543,2.526,hind lick
49394.202,2.619,hind lick
49460.856,2.62,hind lick
49527.517,2.565,hind lick
49594.175,2.434,hind lick
49660.829,2.226,walking
49727.486,1.984,walking
49794.143,1.697,walking
49860.801,1.467,walking
49927.461,1.239,walking
49994.119,1.007,walking
50060.772,0.808,walking
50127.434,0.561,walking
50194.093,0.316,walking
50260.75,0.068,walking
50327.408,-0.206,walking
50394.061,-0.51,walking
50460.719,-0.734,walking
50527.376,-0.865,walking
50594.034,-0.959,walking
50660.697,-1.014,walking
50727.354,-1.02,walking
50794.007,-1.005,walking
50860.668,-1.01,walking
50927.323,-1.061,walking
50993.985,-1.065,walking
51060.64,-1.081,walking
51127.298,-1.082,walking
51193.956,-1.052,walking
51260.615,-0.964,walking
51327.272,-0.85,walking
51393.926,-0.691,walking
51460.588,-0.547,walking
51527.245,-0.444,walking
51593.901,-0.33,walking
51660.557,-0.185,walking
51727.217,-0.071,walking
51793.873,0.025,walking
51860.529,0.107,walking
51927.189,0.225,walking
51993.845,0.329,walking
52060.506,0.456,walking
52127.157,0.579,walking
52193.821,0.669,walking
52260.476,0.702,walking
52327.136,0.759,walking
52393.789,0.803,walking
52460.446,0.888,walking
52527.106,0.963,walking
52593.76,1.07,walking
52660.42,1.144,walking
52727.075,1.269,fore lick
52793.738,1.343,fore lick
52860.393,1.451,fore lick
52927.051,1.532,fore lick
52993.709,1.63,fore lick
53060.362,1.67,fore lick
53127.025,1.725,fore lick
53193.678,1.771,idle
53260.337,1.804,idle
53326.995,1.802,idle
53393.654,1.792,idle
53460.312,1.708,idle
53526.966,1.682,idle
53593.625,1.628,idle
53660.28,1.581,idle
53726.943,1.479,idle
53793.597,1.441,idle
53860.254,1.394,idle
53926.912,1.371,idle
53993.568,1.336,idle
54060.228,1.32,idle
54126.886,1.268,idle
54193.542,1.275,idle
54260.203,1.283,idle
54326.858,1.302,idle
54393.514,1.286,idle
54460.175,1.262,idle
54526.83,1.159,idle
54593.488,1.015,idle
54660.143,0.861,idle
54726.802,0.743,idle
54793.457,0.585,idle
54860.12,0.433,idle
54926.776,0.279,idle
54993.428,0.149,idle
55060.088,0.02,idle
55126.749,-0.085,idle
55193.406,-0.223,idle
55260.06,-0.382,idle
55326.721,-0.537,idle
55393.378,-0.691,idle
55460.033,-0.795,idle
55526.688,-0.827,idle
55593.348,-0.825,idle
55660.008,-0.806,idle
55726.66,-0.752,idle
55793.318,-0.665,idle
55859.976,-0.625,idle
55926.632,-0.596,idle
55993.296,-0.604,idle
56059.947,-0.605,idle
56126.61,-0.65,idle
56193.267,-0.708,idle
56259.924,-0.735,idle
56326.586,-0.769,idle
56393.238,-0.781,idle
56459.901,-0.798,idle
56526.557,-0.811,idle
56593.213,-0.805,idle
56659.876,-0.79,idle
56726.532,-0.859,walking
56793.189,-0.916,walking
56859.85,-0.909,walking
56926.503,-0.889,walking
56993.166,-0.856,walking
57059.821,-0.858,walking
57126.481,-0.797,walking
57193.137,-0.758,walking
57259.799,-0.728,walking
57326.455,-0.715,walking
57393.113,-0.729,walking
57459.771,-0.709,walking
57526.427,-0.74,walking
57593.087,-0.809,walking
57659.746,-0.865,walking
57726.402,-0.905,idle
57793.063,-0.929,idle
57859.721,-0.99,idle
57926.376,-1.034,idle
57993.032,-1.068,idle
58059.695,-1.052,idle
58126.353,-1.008,idle
58193.008,-0.917,idle
58259.669,-0.795,idle
58326.324,-0.641,idle
58392.985,-0.455,idle
58459.637,-0.282,idle
58526.296,-0.087,idle
58592.959,0.215,idle
58659.616,0.509,idle
58726.269,0.825,idle
58792.933,1.112,idle
58859.59,1.373,idle
58926.247,1.648,idle
58992.905,1.892,idle
59059.565,2.104,idle
59126.221,2.261,idle
59192.88,2.422,idle
59259.533,2.57,idle
59326.196,2.674,idle
59392.854,2.772,idle
59459.513,2.839,idle
59526.169,2.865,supported rearing
59592.829,2.785,supported rearing
59659.485,2.69,supported rearing
59726.142,2.611,supported rearing
59792.797,2.509,supported rearing
59859.459,2.437,supported rearing
59926.113,2.446,supported rearing
59992.773,2.46,supported rearing
60059.429,2.524,supported rearing
60126.092,2.561,supported rearing
60192.75,2.559,supported rearing
60259.406,2.51,supported rearing
60326.064,2.496,supported rearing
60392.725,2.508,supported rearing
60459.383,2.538,supported rearing
60526.038,2.62,supported rearing
60592.697,2.712,supported rearing
60659.353,2.806,supported rearing
60726.011,2.892,supported rearing
60792.673,2.982,supported rearing
60859.328,3.101,supported rearing
60925.986,3.073,supported rearing
60992.641,3.056,supported rearing
61059.304,3.015,supported rearing
61125.957,3.003,supported rearing
61192.614,3.022,supported rearing
61259.274,3.079,supported rearing
61325.935,3.116,supported rearing
61392.591,3.127,supported rearing
61459.251,3.128,supported rearing
61525.904,3.14,supported rearing
61592.567,3.143,supported rearing
61659.22,3.167,supported rearing
61725.881,3.153,supported rearing
61792.537,3.175,supported rearing
61859.197,3.142,supported rearing
61925.857,3.111,supported rearing
61992.51,3.011,supported rearing
62059.171,2.848,supported rearing
62125.829,2.664,supported rearing
62192.486,2.45,supported rearing
62259.145,2.249,supported rearing
62325.802,2.076,supported rearing
62392.46,1.905,supported rearing
62459.119,1.728,supported rearing
62525.774,1.495,supported rearing
62592.436,1.312,supported rearing
62659.094,1.104,supported rearing
62725.75,0.884,supported rearing
62792.408,0.679,supported rearing
62859.064,0.493,supported rearing
62925.721,0.361,supported rearing
62992.38,0.302,supported rearing
63059.04,0.323,supported rearing
63125.694,0.385,supported rearing
63192.353,0.428,supported rearing
63259.016,0.426,supported rearing
63325.669,0.407,supported rearing
63392.332,0.349,supported rearing
63458.987,0.295,supported rearing
63525.643,0.279,supported rearing
63592.302,0.234,supported rearing
63658.957,0.181,supported rearing
63725.619,0.143,supported rearing
63792.277,0.07,supported rearing
63858.937,0.005,supported rearing
63925.595,-0.063,supported rearing
63992.249,-0.153,supported rearing
64058.907,-0.251,supported rearing
64125.569,-0.398,supported rearing
64192.226,-0.537,supported rearing
64258.882,-0.596,supported rearing
64325.537,-0.657,supported rearing
64392.2,-0.703,supported rearing
64458.856,-0.714,supported rearing
64525.512,-0.75,supported rearing
64592.172,-0.792,supported rearing
64658.824,-0.806,supported rearing
64725.489,-0.808,supported rearing
64792.144,-0.807,fore lick
64858.799,-0.782,fore lick
64925.459,-0.783,fore lick
64992.115,-0.766,fore lick
65058.774,-0.755,fore lick
65125.432,-0.741,fore lick
65192.087,-0.683,fore lick
65258.75,-0.641,fore lick
65325.404,-0.569,fore lick
65392.062,-0.476,fore lick
65458.724,-0.443,fore lick
65525.376,-0.401,fore lick
65592.038,-0.357,fore lick
65658.692,-0.34,fore lick
65725.354,-0.287,fore lick
65792.009,-0.226,fore lick
65858.667,-0.237,fore lick
65925.325,-0.253,fore lick
65991.982,-0.266,fore lick
66058.64,-0.323,fore lick
66125.298,-0.334,fore lick
66191.955,-0.362,fore lick
66258.613,-0.413,fore lick
66325.273,-0.513,hind lick
66391.927,-0.631,hind lick
66458.587,-0.71,hind lick
66525.246,-0.784,hind lick
66591.902,-0.82,hind lick
66658.56,-0.856,hind lick
66725.217,-0.903,hind lick
66791.878,-0.947,hind lick
66858.532,-0.941,hind lick
66925.19,-0.936,hind lick
66991.851,-0.902,hind lick
67058.508,-0.872,hind lick
67125.163,-0.863,hind lick
67191.819,-0.827,hind lick
67258.482,-0.782,hind lick
67325.136,-0.713,hind lick
67391.791,-0.651,hind lick
67458.45,-0.617,hind lick
67525.107,-0.601,hind lick
67591.767,-0.609,hind lick
67658.426,-0.615,hind lick
67725.082,-0.622,hind lick
67791.739,-0.651,hind lick
67858.398,-0.695,hind lick
67925.054,-0.716,hind lick
67991.71,-0.753,hind lick
68058.368,-0.799,hind lick
68125.032,-0.81,hind lick
68191.688,-0.862,hind lick
68258.343,-0.89,hind lick
68325.003,-0.929,hind lick
68391.66,-0.965,hind lick
68458.32,-0.978,hind lick
68524.971,-0.986,hind lick
68591.632,-0.982,hind lick
68658.289,-0.975,walking
68724.948,-0.957,walking
68791.607,-0.914,walking
68858.26,-0.781,walking
68924.921,-0.696,walking
68991.58,-0.626,walking
69058.235,-0.472,walking
69124.893,-0.31,walking
69191.548,-0.168,walking
69258.205,-0.094,walking
69324.864,-0.055,hind lick
69391.524,-0.044,hind lick
69458.184,-0.057,hind lick
69524.837,-0.04,hind lick
69591.495,-0.044,hind lick
69658.156,-0.042,hind lick
69724.813,-0.089,hind lick
69791.472,-0.141,hind lick
69858.126,-0.252,hind lick
69924.787,-0.323,hind lick
