time,dF/F,behavior
70791.332,-0.348,walking
70857.988,-0.343,fore lick
70924.646,-0.343,fore lick
70991.307,-0.349,fore lick
71057.962,-0.355,fore lick
71124.622,-0.349,fore lick
71191.276,-0.354,fore lick
71257.939,-0.351,fore lick
71324.594,-0.368,fore lick
71391.254,-0.374,fore lick
71457.908,-0.387,fore lick
71524.568,-0.386,fore lick
71591.222,-0.382,fore lick
71657.883,-0.389,fore lick
71724.542,-0.396,fore lick
71791.199,-0.419,fore lick
71857.854,-0.423,fore lick
71924.511,-0.412,fore lick
71991.168,-0.409,fore lick
72057.83,-0.391,fore lick
72124.485,-0.387,fore lick
72191.144,-0.373,fore lick
72257.801,-0.369,fore lick
72324.457,-0.35,fore lick
72391.116,-0.356,fore lick
72457.773,-0.35,fore lick
72524.437,-0.353,fore lick
72591.092,-0.363,fore lick
72657.747,-0.348,fore lick
72724.405,-0.346,fore lick
72791.068,-0.324,fore lick
72857.723,-0.333,fore lick
72924.379,-0.34,fore lick
72991.038,-0.349,fore lick
73057.698,-0.363,fore lick
73124.352,-0.367,fore lick
73191.012,-0.376,fore lick
73257.67,-0.375,fore lick
73324.328,-0.39,fore lick
73390.986,-0.371,fore lick
73457.646,-0.375,fore lick
73524.301,-0.383,fore lick
73590.959,-0.382,fore lick
73657.615,-0.408,fore lick
73724.276,-0.4,fore lick
73790.936,-0.429,fore lick
73857.593,-0.435,fore lick
73924.252,-0.446,fore lick
73990.909,-0.438,fore lick
74057.565,-0.456,fore lick
74124.22,-0.443,fore lick
74190.878,-0.437,fore lick
74257.538,-0.459,fore lick
74324.194,-0.431,fore lick
74390.855,-0.446,fore lick
74457.516,-0.435,fore lick
74524.169,-0.42,fore lick
74590.828,-0.419,fore lick
74657.489,-0.404,fore lick
74724.146,-0.408,fore lick
74790.805,-0.391,fore lick
74857.457,-0.396,fore lick
74924.118,-0.368,fore lick
74990.773,-0.389,fore lick
75057.431,-0.383,fore lick
75124.09,-0.383,fore lick
75190.746,-0.404,fore lick
75257.41,-0.392,fore lick
75324.066,-0.417,fore lick
75390.722,-0.411,fore lick
75457.383,-0.418,fore lick
75524.039,-0.412,fore lick
75590.699,-0.417,fore lick
75657.356,-0.407,fore lick
75724.009,-0.4,fore lick
75790.673,-0.389,fore lick
75857.33,-0.358,fore lick
75923.988,-0.371,fore lick
75990.641,-0.358,fore lick
76057.3,-0.342,fore lick
76123.961,-0.338,fore lick
76190.62,-0.308,fore lick
76257.277,-0.291,fore lick
76323.933,-0.28,fore lick
76390.589,-0.272,fore lick
76457.246,-0.247,fore lick
76523.906,-0.252,fore lick
76590.564,-0.235,fore lick
76657.22,-0.251,fore lick
76723.878,-0.26,fore lick
76790.538,-0.252,fore lick
76857.194,-0.254,fore lick
76923.852,-0.253,fore lick
76990.509,-0.24,fore lick
77057.169,-0.229,fore lick
77123.83,-0.251,fore lick
77190.484,-0.283,fore lick
77257.143,-0.316,fore lick
77323.799,-0.341,fore lick
77390.456,-0.364,walking
77457.114,-0.382,walking
77523.77,-0.397,walking
77590.429,-0.412,walking
77657.088,-0.4,walking
77723.75,-0.378,walking
77790.405,-0.373,walking
77857.066,-0.361,walking
77923.721,-0.353,walking
77990.375,-0.341,walking
78057.039,-0.337,walking
78123.692,-0.291,walking
78190.353,-0.247,walking
78257.007,-0.205,walking
78323.666,-0.158,walking
78390.325,-0.121,walking
78456.984,-0.099,walking
78523.64,-0.062,walking
78590.302,-0.035,walking
78656.956,-0.023,walking
78723.612,-0.007,walking
78790.27,0.043,walking
78856.932,0.085,walking
78923.585,0.11,walking
78990.244,0.135,walking
79056.902,0.133,walking
79123.563,0.118,walking
79190.221,0.101,walking
79256.879,0.098,walking
79323.534,0.089,walking
79390.193,0.066,walking
79456.849,0.06,walking
79523.506,0.033,walking
79590.163,0.024,walking
79656.823,0.017,walking
79723.481,-0.017,idle
79790.142,-0.083,idle
79856.799,-0.132,idle
79923.457,-0.167,idle
79990.111,-0.201,idle
80056.772,-0.219,idle
80123.426,-0.237,idle
80190.085,-0.235,idle
80256.744,-0.254,idle
80323.402,-0.265,idle
80390.061,-0.26,idle
80456.716,-0.266,idle
80523.377,-0.253,idle
80590.038,-0.259,idle
80656.695,-0.262,idle
80723.353,-0.254,idle
80790.012,-0.255,idle
80856.669,-0.258,idle
80923.325,-0.253,idle
80989.987,-0.255,idle
81056.644,-0.257,idle
81123.301,-0.253,idle
81189.958,-0.25,idle
81256.613,-0.249,idle
81323.271,-0.253,idle
81389.933,-0.258,idle
81456.59,-0.265,idle
81523.251,-0.273,idle
81589.904,-0.267,lick
81656.562,-0.263,lick
81723.225,-0.23,lick
81789.877,-0.201,lick
81856.54,-0.187,lick
81923.197,-0.167,lick
81989.856,-0.15,lick
82056.512,-0.136,lick
82123.173,-0.11,lick
82189.828,-0.092,lick
82256.489,-0.067,lick
82323.144,-0.029,lick
82389.806,-0.016,lick
82456.461,-0.018,lick
82523.119,0.007,lick
82589.78,0.02,lick
82656.439,0.018,lick
82723.091,-0.005,lick
82789.755,-0.019,lick
82856.409,-0.032,lick
82923.065,-0.05,lick
82989.726,-0.071,lick
83056.387,-0.065,lick
83123.041,-0.083,lick
83189.698,-0.102,lick
83256.362,-0.127,lick
83323.013,-0.148,lick
83389.675,-0.16,lick
83456.331,-0.153,lick
83522.993,-0.178,lick
83589.649,-0.196,lick
83656.305,-0.225,lick
83722.964,-0.279,lick
83789.624,-0.292,lick
83856.28,-0.316,lick
83922.94,-0.337,lick
83989.598,-0.351,lick
84056.258,-0.392,lick
84122.91,-0.432,lick
84189.573,-0.443,lick
84256.226,-0.434,lick
84322.888,-0.425,lick
84389.542,-0.406,lick
84456.201,-0.398,lick
84522.859,-0.376,lick
84589.518,-0.372,lick
84656.178,-0.336,lick
84722.832,-0.292,lick
84789.492,-0.296,lick
84856.149,-0.297,lick
84922.806,-0.304,lick
84989.468,-0.304,lick
85056.124,-0.278,lick
85122.781,-0.234,lick
85189.439,-0.222,lick
85256.097,-0.22,lick
85322.757,-0.217,lick
85389.416,-0.206,lick
85456.073,-0.192,lick
85522.733,-0.182,lick
85589.393,-0.164,lick
85656.048,-0.166,lick
85722.706,-0.154,lick
85789.364,-0.118,lick
85856.023,-0.096,lick
85922.681,-0.052,lick
85989.34,-0.014,lick
86055.998,-0.004,lick
86122.652,0.028,lick
86189.309,0.034,lick
86255.974,0.066,lick
86322.626,0.091,lick
86389.286,0.086,lick
86455.948,0.089,lick
86522.601,0.091,lick
86589.262,0.086,lick
86655.92,0.096,lick
86722.573,0.094,lick
86789.236,0.07,lick
86855.889,0.082,lick
86922.551,0.076,lick
86989.206,0.042,lick
87055.865,0.042,lick
87122.523,0.019,lick
87189.181,0.007,lick
87255.843,-0.044,lick
87322.497,-0.077,lick
87389.154,-0.086,lick
87455.812,-0.117,lick
87522.474,-0.167,lick
87589.134,-0.183,lick
87655.789,-0.195,lick
87722.448,-0.216,lick
87789.106,-0.217,lick
87855.764,-0.218,lick
87922.424,-0.233,lick
87989.077,-0.206,lick
88055.739,-0.214,lick
88122.398,-0.231,lick
88189.051,-0.233,lick
88255.712,-0.216,lick
88322.372,-0.216,lick
88389.029,-0.224,lick
88455.683,-0.203,lick
88522.342,-0.182,lick
88589.001,-0.173,lick
88655.659,-0.164,lick
88722.316,-0.153,lick
88788.977,-0.131,lick
88855.634,-0.131,lick
88922.291,-0.116,lick
88988.949,-0.112,lick
89055.609,-0.107,lick
89122.265,-0.107,lick
89188.92,-0.098,lick
89255.58,-0.093,lick
89322.237,-0.097,lick
89388.893,-0.088,lick
89455.557,-0.091,lick
89522.21,-0.079,lick
89588.871,-0.039,lick
89655.531,-0.009,lick
89722.189,0.054,lick
89788.843,0.097,lick
89855.502,0.179,lick
89922.158,0.238,lick
89988.815,0.297,lick
90055.479,0.356,lick
90122.137,0.407,lick
90188.795,0.437,lick
90255.451,0.456,lick
90322.106,0.486,lick
90388.768,0.458,fore lick
90455.423,0.431,fore lick
90522.085,0.387,fore lick
90588.738,0.335,fore lick
90655.401,0.282,fore lick
90722.057,0.203,fore lick
90788.712,0.135,fore lick
90855.373,0.047,fore lick
90922.027,-0.01,fore lick
90988.687,-0.066,fore lick
91055.342,-0.108,fore lick
91122,-0.151,fore lick
91188.66,-0.171,fore lick
91255.319,-0.194,fore lick
91321.975,-0.231,fore lick
91388.633,-0.206,fore lick
91455.295,-0.172,fore lick
91521.953,-0.14,fore lick
91588.606,-0.124,fore lick
91655.264,-0.111,fore lick
91721.922,-0.101,fore lick
91788.581,-0.105,fore lick
91855.241,-0.115,fore lick
91921.901,-0.131,fore lick
91988.557,-0.145,fore lick
92055.212,-0.175,fore lick
92121.875,-0.184,fore lick
92188.532,-0.195,fore lick
92255.189,-0.196,fore lick
92321.846,-0.182,fore lick
92388.503,-0.172,fore lick
92455.163,-0.181,fore lick
92521.821,-0.171,fore lick
92588.481,-0.165,fore lick
92655.134,-0.152,fore lick
92721.794,-0.136,fore lick
92788.45,-0.11,fore lick
92855.107,-0.093,fore lick
92921.765,-0.081,fore lick
92988.427,-0.068,fore lick
93055.084,-0.044,fore lick
93121.739,-0.026,fore lick
93188.402,-0.022,fore lick
93255.06,-0.023,fore lick
93321.715,-0.031,fore lick
93388.371,-0.047,fore lick
93455.034,-0.06,fore lick
93521.689,-0.07,fore lick
93588.344,-0.071,fore lick
93655.008,-0.076,fore lick
93721.662,-0.044,fore lick
93788.322,-0.026,fore lick
93854.982,0.025,fore lick
93921.64,0.065,fore lick
93988.295,0.118,fore lick
94054.95,0.175,fore lick
94121.608,0.211,fore lick
94188.271,0.246,fore lick
94254.926,0.323,fore lick
94321.583,0.407,walking
94388.244,0.49,walking
94454.896,0.558,walking
94521.555,0.631,walking
94588.217,0.686,walking
94654.871,0.759,walking
94721.529,0.786,walking
94788.186,0.812,walking
94854.846,0.814,walking
94921.507,0.819,walking
94988.165,0.815,walking
95054.822,0.82,walking
95121.481,0.841,walking
95188.136,0.868,walking
95254.793,0.863,walking
95321.449,0.815,walking
95388.112,0.784,walking
95454.768,0.764,walking
95521.425,0.734,walking
95588.082,0.713,walking
95654.742,0.69,walking
95721.4,0.665,walking
95788.055,0.66,walking
95854.712,0.673,walking
95921.373,0.711,walking
95988.033,0.734,walking
96054.692,0.742,walking
96121.346,0.734,walking
96188.003,0.739,walking
96254.662,0.754,walking
96321.324,0.802,walking
96387.98,0.864,walking
96454.637,0.922,walking
96521.292,0.943,walking
96587.952,0.957,walking
96654.61,0.934,walking
96721.268,0.909,walking
96787.928,0.87,walking
96854.588,0.816,walking
96921.243,0.742,walking
96987.898,0.686,walking
97054.557,0.622,walking
97121.214,0.591,walking
97187.871,0.564,walking
97254.533,0.539,walking
97321.187,0.564,walking
97387.851,0.549,walking
97454.505,0.543,walking
97521.16,0.59,walking
97587.824,0.624,walking
97654.481,0.693,walking
97721.136,0.77,walking
97787.798,0.834,walking
97854.455,0.876,walking
97921.11,0.909,walking
97987.766,0.913,walking
98054.43,0.933,idle
98121.082,0.927,idle
98187.745,0.921,idle
98254.4,0.881,idle
98321.06,0.773,idle
98387.714,0.689,idle
98454.377,0.603,idle
98521.034,0.515,idle
98587.688,0.437,idle
98654.35,0.361,idle
98721.005,0.292,idle
98787.666,0.22,idle
98854.32,0.185,idle
98920.98,0.148,idle
98987.64,0.137,idle
99054.293,0.122,idle
99120.95,0.125,idle
99187.607,0.121,idle
99254.268,0.134,idle
99320.927,0.162,idle
99387.584,0.175,idle
99454.241,0.2,idle
99520.901,0.206,idle
99587.56,0.223,idle
99654.215,0.225,idle
99720.871,0.228,idle
99787.53,0.252,idle
99854.19,0.261,idle
99920.846,0.273,idle
99987.507,0.286,idle
100054.165,0.306,idle
100120.821,0.315,idle
100187.477,0.317,idle
100254.133,0.333,idle
100320.792,0.335,idle
100387.452,0.34,idle
100454.107,0.341,idle
100520.77,0.348,idle
100587.424,0.353,idle
100654.085,0.359,walking
100720.743,0.375,walking
100787.4,0.372,walking
100854.056,0.374,walking
100920.714,0.381,walking
100987.375,0.384,walking
101054.029,0.379,walking
101120.69,0.369,walking
101187.347,0.374,walking
101254.003,0.358,walking
101320.664,0.347,walking
101387.32,0.328,walking
101453.979,0.3,walking
101520.637,0.27,walking
101587.296,0.244,walking
101653.951,0.209,walking
101720.612,0.164,walking
101787.27,0.141,walking
101853.923,0.099,walking
101920.585,0.07,walking
101987.239,0.029,walking
102053.901,-0.021,walking
102120.555,-0.054,walking
102187.217,-0.096,walking
102253.875,-0.134,walking
102320.533,-0.151,walking
102387.188,-0.157,walking
102453.849,-0.162,walking
102520.504,-0.156,walking
102587.164,-0.168,walking
102653.822,-0.17,walking
102720.475,-0.176,walking
102787.136,-0.168,walking
102853.791,-0.143,walking
102920.451,-0.115,walking
102987.109,-0.082,walking
103053.77,-0.037,walking
103120.426,0,walking
103187.084,0.006,walking
103253.74,-0.006,walking
103320.401,-0.03,walking
103387.055,-0.029,walking
103453.718,-0.01,walking
103520.372,0,walking
103587.029,0.02,walking
103653.686,0.049,walking
103720.349,0.106,walking
103787.005,0.139,idle
103853.66,0.172,idle
103920.317,0.17,idle
103986.979,0.168,idle
104053.632,0.186,idle
104120.295,0.18,idle
104186.951,0.184,idle
104253.608,0.205,idle
104320.264,0.219,idle
104386.923,0.206,idle
104453.578,0.178,idle
104520.236,0.142,idle
104586.891,0.108,idle
104653.548,0.076,idle
104720.207,0.019,idle
104786.869,-0.041,idle
104853.526,-0.105,idle
104920.178,-0.148,idle
104986.837,-0.173,idle
105053.499,-0.232,idle
105120.155,-0.268,idle
105186.812,-0.278,idle
105253.468,-0.285,idle
105320.124,-0.285,idle
105386.783,-0.285,idle
105453.441,-0.293,idle
105520.096,-0.269,idle
105586.755,-0.255,idle
105653.414,-0.253,idle
105720.069,-0.249,idle
105786.727,-0.234,idle
105853.382,-0.233,idle
105920.042,-0.224,idle
105986.697,-0.229,idle
106053.359,-0.227,idle
106120.014,-0.223,idle
106186.669,-0.229,idle
106253.327,-0.233,idle
106319.984,-0.23,idle
106386.646,-0.219,idle
106453.298,-0.205,idle
106519.959,-0.224,idle
106586.617,-0.218,idle
106653.273,-0.22,idle
106719.928,-0.218,idle
106786.59,-0.226,idle
106853.248,-0.215,idle
106919.904,-0.216,idle
106986.558,-0.217,idle
107053.219,-0.214,idle
107119.872,-0.209,idle
107186.529,-0.204,idle
107253.188,-0.197,idle
107319.846,-0.206,idle
107386.501,-0.21,idle
107453.163,-0.208,idle
107519.816,-0.192,idle
107586.475,-0.197,idle
107653.134,-0.209,idle
107719.793,-0.221,idle
107786.449,-0.223,idle
107853.109,-0.225,idle
107919.76,-0.214,idle
107986.42,-0.218,idle
108053.076,-0.217,idle
108119.739,-0.206,idle
108186.39,-0.213,idle
108253.049,-0.212,idle
108319.708,-0.208,idle
108386.364,-0.212,idle
108453.019,-0.215,idle
108519.68,-0.213,idle
108586.334,-0.221,idle
108652.995,-0.212,idle
108719.651,-0.204,idle
108786.312,-0.192,idle
108852.969,-0.199,idle
108919.624,-0.213,idle
108986.283,-0.208,idle
109052.938,-0.215,idle
109119.598,-0.236,idle
109186.255,-0.237,idle
109252.913,-0.245,idle
109319.568,-0.249,idle
109386.223,-0.243,idle
109452.883,-0.242,idle
109519.538,-0.262,idle
109586.2,-0.256,idle
109652.852,-0.246,idle
109719.509,-0.256,idle
109786.169,-0.265,idle
109852.823,-0.257,idle
109919.481,-0.249,idle
109986.142,-0.252,idle
110052.796,-0.257,idle
110119.458,-0.255,walking
110186.11,-0.251,walking
110252.77,-0.251,walking
110319.429,-0.244,walking
110386.083,-0.256,walking
110452.744,-0.243,walking
110519.397,-0.237,walking
110586.06,-0.241,walking
110652.716,-0.247,walking
110719.37,-0.241,walking
110786.029,-0.245,walking
110852.687,-0.246,walking
110919.342,-0.246,walking
110986.001,-0.244,walking
111052.66,-0.238,walking
111119.315,-0.244,walking
111185.971,-0.254,walking
111252.631,-0.263,walking
111319.291,-0.268,walking
111385.944,-0.263,walking
111452.601,-0.269,walking
111519.256,-0.261,walking
111585.918,-0.269,walking
111652.576,-0.282,walking
111719.231,-0.279,walking
111785.886,-0.272,walking
111852.547,-0.279,walking
111919.206,-0.286,walking
111985.86,-0.291,walking
112052.521,-0.282,walking
112119.181,-0.258,walking
112185.841,-0.254,walking
112252.496,-0.235,walking
112319.156,-0.24,walking
112385.814,-0.244,walking
112452.472,-0.271,walking
112519.131,-0.279,walking
112585.79,-0.272,walking
112652.449,-0.256,walking
112719.109,-0.251,walking
112785.768,-0.243,walking
112852.426,-0.225,walking
112919.084,-0.195,walking
112985.749,-0.174,walking
113052.406,-0.172,walking
113119.067,-0.143,walking
113185.72,-0.102,walking
113252.379,-0.052,walking
113319.038,0.01,walking
113385.697,0.06,walking
113452.356,0.135,walking
113519.021,0.188,walking
113585.676,0.223,walking
113652.338,0.241,walking
113718.992,0.231,walking
113785.654,0.189,walking
113852.313,0.134,walking
113918.974,0.072,walking
113985.634,0.022,walking
114052.289,-0.01,walking
114118.95,-0.07,walking
114185.61,-0.105,walking
114252.265,-0.152,walking
114318.927,-0.19,walking
114385.583,-0.228,walking
114452.24,-0.285,walking
114518.906,-0.35,walking
114585.563,-0.385,walking
114652.218,-0.416,walking
114718.882,-0.417,walking
114785.535,-0.38,idle
114852.194,-0.321,idle
114918.856,-0.281,idle
114985.516,-0.234,idle
115052.173,-0.156,idle
115118.831,-0.058,idle
115185.495,0.011,idle
115252.152,0.03,idle
115318.811,0.045,idle
115385.471,0.061,idle
115452.127,0.113,idle
115518.785,0.155,idle
115585.448,0.222,idle
115652.105,0.333,idle
115718.764,0.467,idle
115785.425,0.584,idle
115852.085,0.696,idle
115918.744,0.8,idle
115985.397,0.894,idle
116052.058,0.939,idle
116118.719,0.978,idle
116185.378,1.029,idle
116252.034,1.111,idle
116318.693,1.198,idle
116385.358,1.28,idle
116452.01,1.328,idle
116518.672,1.402,idle
116585.332,1.425,idle
116651.989,1.43,idle
116718.648,1.406,idle
116785.312,1.372,idle
116851.965,1.349,idle
116918.627,1.331,idle
116985.283,1.327,idle
117051.942,1.336,idle
117118.606,1.322,idle
117185.265,1.319,idle
117251.924,1.304,idle
117318.578,1.305,idle
117385.242,1.306,lick
117451.896,1.324,lick
117518.558,1.327,lick
117585.213,1.355,lick
117651.878,1.346,lick
117718.533,1.352,lick
117785.192,1.363,lick
117851.854,1.395,lick
117918.513,1.427,lick
117985.169,1.431,lick
118051.832,1.438,lick
118118.489,1.455,lick
118185.149,1.451,lick
118251.81,1.465,lick
118318.463,1.464,lick
118385.126,1.456,lick
118451.784,1.441,lick
118518.442,1.452,lick
118585.1,1.439,lick
118651.764,1.448,lick
118718.419,1.436,lick
118785.079,1.362,lick
118851.739,1.217,lick
118918.394,1.065,lick
118985.053,0.941,lick
119051.713,0.814,lick
119118.374,0.693,lick
119185.033,0.578,lick
119251.692,0.467,lick
119318.352,0.348,lick
119385.012,0.245,lick
119451.667,0.139,lick
119518.33,0.015,lick
119584.984,-0.078,lick
119651.646,-0.183,lick
119718.307,-0.283,lick
119784.962,-0.303,lick
119851.624,-0.274,lick
119918.28,-0.239,lick
119984.943,-0.216,lick
120051.594,-0.187,lick
120118.254,-0.176,lick
120184.91,-0.174,lick
120251.571,-0.18,lick
120318.226,-0.18,lick
120384.885,-0.182,lick
120451.539,-0.169,lick
120518.199,-0.162,lick
120584.859,-0.166,lick
120651.512,-0.174,lick
120718.17,-0.17,lick
120784.83,-0.164,lick
120851.483,-0.174,lick
120918.146,-0.168,lick
120984.799,-0.176,lick
121051.455,-0.189,lick
121118.117,-0.209,lick
121184.773,-0.223,lick
121251.43,-0.211,lick
121318.09,-0.224,lick
121384.748,-0.229,lick
121451.402,-0.237,lick
121518.058,-0.226,lick
121584.716,-0.252,lick
121651.375,-0.233,lick
121718.028,-0.241,lick
121784.686,-0.256,lick
121851.347,-0.254,lick
121918.002,-0.272,idle
121984.659,-0.249,idle
122051.319,-0.261,idle
122117.976,-0.244,idle
122184.635,-0.231,idle
122251.291,-0.244,idle
122317.945,-0.226,idle
122384.602,-0.219,idle
122451.266,-0.22,idle
122517.922,-0.224,idle
122584.574,-0.197,idle
122651.232,-0.211,idle
122717.892,-0.187,idle
122784.546,-0.19,idle
122851.205,-0.221,idle
122917.866,-0.24,idle
122984.524,-0.272,idle
123051.179,-0.278,idle
123117.834,-0.284,idle
123184.496,-0.261,idle
123251.152,-0.229,idle
123317.808,-0.208,idle
123384.469,-0.194,idle
123451.123,-0.17,idle
123517.778,-0.139,idle
123584.436,-0.119,idle
123651.099,-0.122,idle
123717.75,-0.154,idle
123784.412,-0.15,idle
123851.069,-0.128,idle
123917.722,-0.1,idle
123984.382,-0.078,idle
124051.04,-0.038,idle
124117.695,-0.027,idle
124184.357,-0.038,idle
124251.013,-0.055,idle
124317.669,-0.079,idle
124384.326,-0.084,idle
124450.985,-0.105,idle
124517.641,-0.14,idle
124584.299,-0.166,idle
124650.955,-0.161,idle
124717.611,-0.147,idle
124784.263,-0.138,idle
124850.928,-0.131,idle
124917.587,-0.131,idle
124984.245,-0.143,idle
125050.902,-0.161,idle
125117.556,-0.164,idle
125184.216,-0.17,idle
125250.871,-0.156,idle
125317.526,-0.141,idle
125384.188,-0.129,idle
125450.845,-0.108,idle
125517.499,-0.112,idle
125584.157,-0.104,idle
125650.814,-0.106,idle
125717.474,-0.094,idle
125784.13,-0.093,idle
125850.79,-0.091,idle
125917.447,-0.084,idle
125984.102,-0.068,idle
126050.762,-0.062,idle
126117.418,-0.05,idle
126184.072,-0.047,idle
126250.732,-0.061,idle
126317.384,-0.074,idle
126384.046,-0.079,idle
126450.703,-0.091,idle
126517.359,-0.072,idle
126584.017,-0.067,idle
126650.673,-0.057,idle
126717.33,-0.061,idle
126783.99,-0.055,idle
126850.645,-0.062,idle
126917.304,-0.073,idle
126983.959,-0.081,idle
127050.619,-0.098,idle
127117.275,-0.11,idle
127183.934,-0.117,idle
127250.588,-0.122,idle
127317.244,-0.128,idle
127383.907,-0.127,idle
127450.561,-0.135,idle
127517.219,-0.147,idle
127583.879,-0.149,idle
127650.533,-0.148,idle
127717.191,-0.157,idle
127783.846,-0.159,idle
127850.504,-0.166,idle
127917.164,-0.173,idle
127983.822,-0.176,idle
128050.481,-0.169,idle
128117.14,-0.178,idle
128183.794,-0.168,idle
128250.451,-0.165,idle
128317.114,-0.158,idle
128383.767,-0.149,idle
128450.426,-0.12,idle
128517.086,-0.084,idle
128583.741,-0.053,idle
128650.401,-0.01,idle
128717.057,0.045,idle
128783.716,0.08,idle
128850.374,0.107,idle
128917.036,0.141,idle
128983.691,0.17,idle
129050.347,0.189,idle
129117.009,0.226,idle
129183.666,0.248,idle
129250.327,0.298,idle
129316.98,0.329,idle
129383.641,0.337,idle
129450.297,0.332,idle
129516.955,0.321,idle
129583.616,0.306,idle
129650.274,0.314,idle
129716.932,0.294,idle
129783.589,0.294,idle
129850.244,0.309,idle
129916.902,0.326,idle
129983.563,0.324,idle
130050.22,0.339,idle
130116.877,0.341,idle
130183.533,0.34,idle
130250.192,0.316,idle
130316.85,0.318,idle
130383.51,0.331,idle
130450.169,0.334,idle
130516.827,0.331,idle
130583.486,0.34,idle
130650.14,0.304,idle
130716.799,0.305,idle
130783.46,0.299,idle
130850.118,0.286,idle
130916.776,0.272,idle
130983.435,0.273,idle
131050.089,0.259,idle
131116.75,0.248,idle
131183.406,0.247,idle
131250.067,0.242,idle
131316.726,0.224,idle
131383.379,0.213,idle
131450.04,0.224,idle
131516.696,0.226,idle
131583.353,0.223,idle
131650.011,0.224,idle
131716.673,0.213,idle
131783.326,0.2,idle
131849.989,0.203,idle
131916.646,0.2,idle
131983.302,0.19,idle
132049.965,0.198,idle
132116.62,0.2,idle
132183.276,0.197,idle
132249.938,0.202,idle
132316.591,0.211,idle
132383.249,0.192,idle
132449.907,0.174,idle
132516.569,0.159,idle
132583.226,0.143,idle
132649.883,0.133,idle
132716.54,0.133,idle
132783.197,0.13,idle
132849.857,0.12,idle
132916.519,0.113,idle
132983.175,0.126,idle
133049.835,0.112,idle
133116.488,0.096,idle
133183.151,0.084,idle
133249.805,0.083,idle
133316.463,0.078,idle
133383.126,0.09,idle
133449.781,0.098,idle
133516.442,0.109,idle
133583.093,0.12,idle
133649.755,0.137,idle
133716.413,0.132,idle
133783.073,0.141,idle
133849.732,0.136,idle
133916.388,0.141,idle
133983.043,0.136,idle
134049.7,0.142,idle
134116.363,0.157,idle
134183.02,0.164,idle
134249.68,0.16,idle
134316.337,0.159,idle
134382.993,0.166,idle
134449.649,0.173,idle
134516.311,0.173,idle
134582.967,0.186,idle
134649.623,0.2,idle
134716.28,0.219,idle
134782.938,0.257,idle
134849.601,0.284,idle
134916.258,0.318,idle
134982.914,0.344,idle
135049.572,0.396,idle
135116.229,0.44,idle
135182.889,0.469,idle
135249.545,0.49,idle
135316.203,0.512,idle
135382.86,0.527,idle
135449.523,0.542,idle
135516.182,0.569,idle
135582.834,0.59,idle
135649.494,0.602,idle
135716.15,0.622,idle
135782.814,0.606,idle
135849.468,0.617,idle
135916.128,0.622,idle
135982.786,0.617,idle
136049.446,0.605,idle
136116.101,0.594,idle
136182.758,0.595,idle
136249.419,0.595,idle
136316.072,0.599,idle
136382.731,0.564,idle
136449.389,0.536,idle
136516.045,0.494,idle
136582.703,0.432,idle
136649.361,0.372,idle
136716.024,0.305,fore lick
136782.682,0.239,fore lick
136849.337,0.184,fore lick
136915.997,0.123,fore lick
136982.653,0.07,fore lick
137049.31,0.006,fore lick
137115.97,-0.059,fore lick
137182.629,-0.118,fore lick
137249.288,-0.157,fore lick
137315.943,-0.194,fore lick
137382.602,-0.207,fore lick
137449.257,-0.234,fore lick
137515.917,-0.263,fore lick
137582.574,-0.277,fore lick
137649.235,-0.276,fore lick
137715.892,-0.282,fore lick
137782.55,-0.274,fore lick
137849.203,-0.263,fore lick
137915.865,-0.277,fore lick
137982.521,-0.278,fore lick
138049.18,-0.281,fore lick
138115.839,-0.277,fore lick
138182.496,-0.274,fore lick
138249.151,-0.276,fore lick
138315.813,-0.289,fore lick
138382.472,-0.294,fore lick
138449.126,-0.278,fore lick
138515.783,-0.269,fore lick
138582.445,-0.25,fore lick
138649.103,-0.244,fore lick
138715.759,-0.242,fore lick
138782.419,-0.234,fore lick
138849.077,-0.256,fore lick
138915.731,-0.251,fore lick
138982.389,-0.247,fore lick
139049.047,-0.241,fore lick
139115.709,-0.238,fore lick
139182.364,-0.24,fore lick
139249.021,-0.247,fore lick
139315.682,-0.248,fore lick
139382.334,-0.249,fore lick
139448.995,-0.263,fore lick
139515.656,-0.278,fore lick
139582.312,-0.299,fore lick
139648.966,-0.311,fore lick
139715.624,-0.312,fore lick
139782.281,-0.324,fore lick
139848.946,-0.336,fore lick
139915.601,-0.345,fore lick
139982.259,-0.375,fore lick
140048.917,-0.388,fore lick
140115.574,-0.396,fore lick
140182.229,-0.391,fore lick
140248.887,-0.392,fore lick
140315.545,-0.388,fore lick
140382.206,-0.403,fore lick
140448.862,-0.396,fore lick
140515.521,-0.378,fore lick
140582.179,-0.368,fore lick
140648.833,-0.393,fore lick
140715.492,-0.389,fore lick
140782.156,-0.376,fore lick
140848.811,-0.356,fore lick
140915.465,-0.352,fore lick
140982.126,-0.339,fore lick
141048.786,-0.342,fore lick
141115.44,-0.357,fore lick
141182.102,-0.383,fore lick
141248.756,-0.397,fore lick
141315.412,-0.409,fore lick
141382.076,-0.411,fore lick
141448.728,-0.439,fore lick
141515.386,-0.462,fore lick
141582.045,-0.487,fore lick
141648.706,-0.465,fore lick
141715.364,-0.481,fore lick
141782.02,-0.505,fore lick
141848.674,-0.517,fore lick
141915.332,-0.512,fore lick
141981.993,-0.513,fore lick
142048.651,-0.527,fore lick
