time,dF/F,behavior
72257.88,1.466,walking
72324.54,1.532,walking
72391.201,1.496,walking
72457.855,1.651,walking
72524.515,1.625,walking
72591.175,1.459,walking
72657.833,1.425,walking
72724.487,1.349,walking
72791.146,1.187,walking
72857.805,1.136,walking
72924.466,1.004,walking
72991.12,0.709,walking
73057.779,0.452,walking
73124.44,0.265,walking
73191.1,0.115,walking
73257.758,0.063,walking
73324.411,-0.126,walking
73391.072,-0.163,walking
73457.731,-0.469,walking
73524.386,-0.542,walking
73591.05,-0.588,walking
73657.707,-0.605,walking
73724.361,-0.749,walking
73791.019,-0.6,walking
73857.679,-0.535,walking
73924.339,-0.273,walking
73990.993,-0.013,walking
74057.654,0.168,walking
74124.313,0.362,walking
74190.97,0.521,walking
74257.63,0.507,walking
74324.289,0.641,walking
74390.943,0.8,walking
74457.606,1.025,walking
74524.259,1.13,walking
74590.922,1.377,walking
74657.581,1.347,walking
74724.239,1.452,grooming
74790.897,1.438,grooming
74857.554,1.49,grooming
74924.213,1.446,grooming
74990.868,1.386,grooming
75057.531,1.086,grooming
75124.185,0.799,grooming
75190.842,0.559,grooming
75257.503,0.41,grooming
75324.159,0.465,grooming
75390.822,0.57,grooming
75457.478,0.464,grooming
75524.139,0.476,walking
75590.796,0.538,walking
75657.451,0.7,walking
75724.113,0.803,walking
75790.765,1.066,walking
75857.428,1.137,walking
75924.084,1.372,walking
75990.743,1.467,walking
76057.403,1.765,walking
76124.06,2.054,walking
76190.721,2.341,walking
76257.378,2.468,walking
76324.032,2.247,walking
76390.692,1.963,walking
76457.352,1.857,walking
76524.009,1.723,walking
76590.668,1.447,walking
76657.325,1.074,walking
76723.988,0.979,walking
76790.643,0.611,walking
76857.303,0.479,walking
76923.962,0.177,abdomen lick
76990.616,0.028,abdomen lick
77057.274,-0.213,abdomen lick
77123.935,-0.333,abdomen lick
77190.594,-0.495,abdomen lick
77257.251,-0.513,abdomen lick
77323.906,-0.393,abdomen lick
77390.565,-0.496,abdomen lick
77457.226,-0.477,abdomen lick
77523.883,-0.502,abdomen lick
77590.54,-0.469,abdomen lick
77657.198,-0.244,abdomen lick
77723.854,-0.316,abdomen lick
77790.516,-0.336,abdomen lick
77857.174,-0.262,abdomen lick
77923.834,-0.422,abdomen lick
77990.49,-0.312,abdomen lick
78057.152,-0.182,abdomen lick
78123.806,-0.141,abdomen lick
78190.463,-0.002,abdomen lick
78257.123,0.03,abdomen lick
78323.782,0.207,abdomen lick
78390.437,0.443,abdomen lick
78457.1,0.449,abdomen lick
78523.757,0.579,idle
78590.412,0.818,idle
78657.071,0.782,idle
78723.731,0.841,idle
78790.387,0.895,idle
78857.045,1.011,idle
78923.703,1.284,idle
78990.361,1.25,idle
79057.024,1.265,idle
79123.682,1.187,idle
79190.341,1.142,idle
79257,1.185,idle
79323.656,1.186,idle
79390.314,1.097,idle
79456.969,1.143,idle
79523.629,1.148,idle
79590.286,0.894,idle
79656.948,0.874,idle
79723.604,0.862,idle
79790.26,1.001,idle
79856.924,0.9,idle
79923.581,0.7,idle
79990.233,0.599,idle
80056.896,0.518,idle
80123.548,0.715,idle
80190.207,0.731,idle
80256.866,0.785,idle
80323.525,0.804,idle
80390.183,0.848,idle
80456.839,0.885,idle
80523.492,0.866,idle
80590.156,0.889,idle
80656.808,0.842,idle
80723.471,0.912,idle
80790.122,0.833,idle
80856.782,0.735,idle
80923.443,0.925,idle
80990.1,0.942,idle
81056.757,0.967,idle
81123.412,0.702,idle
81190.069,0.7,idle
81256.723,0.576,idle
81323.383,0.461,idle
81390.04,0.497,idle
81456.696,0.366,idle
81523.355,0.483,idle
81590.011,0.514,idle
81656.673,0.619,idle
81723.326,0.605,idle
81789.988,0.764,idle
81856.641,0.747,idle
81923.297,0.652,idle
81989.96,0.639,idle
82056.611,0.607,idle
82123.275,0.629,idle
82189.927,0.715,idle
82256.585,0.739,idle
82323.243,0.675,idle
82389.901,0.56,idle
82456.556,0.522,idle
82523.218,0.427,idle
82589.873,0.363,idle
82656.532,0.501,idle
82723.185,0.438,idle
82789.842,0.301,idle
82856.496,0.316,idle
82923.157,0.303,idle
82989.816,0.368,idle
83056.476,0.449,idle
83123.129,0.49,idle
83189.786,0.427,idle
83256.447,0.345,idle
83323.102,0.357,idle
83389.761,0.331,idle
83456.419,0.54,idle
83523.077,0.526,idle
83589.732,0.487,idle
83656.387,0.408,idle
83723.05,0.364,idle
83789.707,0.354,idle
83856.359,0.392,idle
83923.018,0.303,idle
83989.679,0.362,idle
84056.33,0.419,idle
84122.991,0.341,idle
84189.647,0.056,idle
84256.302,0.073,idle
84322.961,0.113,idle
84389.623,0.104,idle
84456.274,-0.036,idle
84522.937,-0.177,idle
84589.594,-0.01,idle
84656.249,-0.088,idle
84722.903,-0.014,idle
84789.566,-0.194,idle
84856.221,-0.267,idle
84922.878,-0.29,idle
84989.532,-0.385,idle
85056.191,-0.615,idle
85122.848,-0.599,idle
85189.504,-0.55,idle
85256.167,-0.567,idle
85322.824,-0.66,idle
85389.476,-0.744,idle
85456.138,-0.904,idle
85522.793,-0.841,idle
85589.449,-1.038,idle
85656.11,-1.171,idle
85722.764,-1.348,idle
85789.42,-1.289,idle
85856.081,-1.218,idle
85922.739,-1.214,idle
85989.397,-1.339,idle
86056.049,-1.28,idle
86122.709,-1.454,idle
86189.362,-1.444,idle
86256.022,-1.513,idle
86322.678,-1.47,idle
86389.339,-1.496,idle
86455.994,-1.419,idle
86522.652,-1.564,idle
86589.312,-1.562,idle
86655.963,-1.572,idle
86722.621,-1.6,idle
86789.277,-1.52,idle
86855.94,-1.674,idle
86922.593,-1.718,idle
86989.254,-1.611,idle
87055.908,-1.598,fore lick
87122.563,-1.45,fore lick
87189.227,-1.432,fore lick
87255.882,-1.366,fore lick
87322.54,-1.548,fore lick
87389.192,-1.518,fore lick
87455.85,-1.577,fore lick
87522.511,-1.521,fore lick
87589.164,-1.648,fore lick
87655.823,-1.525,fore lick
87722.48,-1.456,fore lick
87789.139,-1.627,fore lick
87855.792,-1.606,fore lick
87922.454,-1.591,fore lick
87989.11,-1.752,fore lick
88055.767,-1.882,fore lick
88122.425,-1.77,fore lick
88189.087,-1.733,fore lick
88255.746,-1.638,fore lick
88322.405,-1.564,fore lick
88389.065,-1.593,fore lick
88455.722,-1.625,fore lick
88522.378,-1.492,fore lick
88589.039,-1.42,fore lick
88655.695,-1.463,fore lick
88722.352,-1.385,fore lick
88789.009,-1.316,fore lick
88855.668,-1.152,fore lick
88922.331,-0.955,fore lick
88988.99,-0.867,fore lick
89055.645,-0.617,fore lick
89122.302,-0.6,fore lick
89188.96,-0.459,fore lick
89255.62,-0.556,fore lick
89322.28,-0.419,fore lick
89388.939,-0.065,fore lick
89455.597,0.218,fore lick
89522.258,0.285,fore lick
89588.915,0.515,fore lick
89655.575,0.626,fore lick
89722.234,0.737,fore lick
89788.89,0.946,fore lick
89855.547,1.066,fore lick
89922.209,1.118,fore lick
89988.865,1.281,fore lick
90055.522,1.309,fore lick
90122.181,1.313,fore lick
90188.837,1.277,fore lick
90255.5,1.232,fore lick
90322.154,1.198,fore lick
90388.818,0.985,fore lick
90455.476,0.899,fore lick
90522.135,0.701,fore lick
90588.789,0.522,fore lick
90655.453,0.333,fore lick
90722.112,0.14,abdomen lick
90788.765,0.015,abdomen lick
90855.428,-0.13,abdomen lick
90922.086,-0.342,abdomen lick
90988.742,-0.398,abdomen lick
91055.4,-0.508,abdomen lick
91122.056,-0.528,abdomen lick
91188.717,-0.724,abdomen lick
91255.376,-0.753,abdomen lick
91322.034,-0.83,abdomen lick
91388.693,-0.876,abdomen lick
91455.351,-0.877,abdomen lick
91522.013,-0.707,abdomen lick
91588.669,-0.5,abdomen lick
91655.328,-0.361,abdomen lick
91721.984,-0.27,abdomen lick
91788.641,-0.239,abdomen lick
91855.306,-0.313,hind lick
91921.963,-0.287,hind lick
91988.622,-0.56,hind lick
92055.28,-0.609,hind lick
92121.938,-0.639,hind lick
92188.592,-0.609,hind lick
92255.256,-0.566,hind lick
92321.911,-0.491,hind lick
92388.568,-0.428,hind lick
92455.23,-0.482,hind lick
92521.884,-0.491,hind lick
92588.544,-0.798,hind lick
92655.207,-0.829,hind lick
92721.861,-0.971,hind lick
92788.519,-1.008,hind lick
92855.179,-1.015,hind lick
92921.835,-0.891,hind lick
92988.498,-0.698,hind lick
93055.152,-0.617,hind lick
93121.813,-0.642,hind lick
93188.475,-0.678,hind lick
93255.134,-0.652,hind lick
93321.789,-0.774,hind lick
93388.45,-0.829,hind lick
93455.106,-0.875,hind lick
93521.762,-0.961,hind lick
93588.421,-0.775,hind lick
93655.079,-0.894,hind lick
93721.743,-0.719,hind lick
93788.398,-0.766,hind lick
93855.056,-0.734,hind lick
93921.713,-0.717,hind lick
93988.374,-0.791,hind lick
94055.033,-0.938,hind lick
94121.687,-0.998,hind lick
94188.347,-0.956,hind lick
94255.006,-0.941,hind lick
94321.668,-0.661,hind lick
94388.326,-0.632,hind lick
94454.985,-0.502,hind lick
94521.645,-0.547,hind lick
94588.298,-0.664,hind lick
94654.962,-0.573,hind lick
94721.617,-0.488,hind lick
94788.275,-0.349,hind lick
94854.933,-0.235,hind lick
94921.592,-0.392,hind lick
94988.252,-0.37,hind lick
95054.913,-0.447,hind lick
95121.57,-0.428,hind lick
95188.224,-0.294,hind lick
95254.884,-0.321,hind lick
95321.544,-0.48,hind lick
95388.203,-0.368,hind lick
95454.86,-0.338,hind lick
95521.52,-0.208,hind lick
95588.176,-0.069,hind lick
95654.833,-0.173,hind lick
95721.496,-0.264,hind lick
95788.156,-0.221,hind lick
95854.812,-0.333,hind lick
95921.468,-0.082,hind lick
95988.126,-0.021,hind lick
96054.784,0.086,hind lick
96121.446,0.112,hind lick
96188.1,0.003,hind lick
96254.763,-0.094,hind lick
96321.416,-0.061,hind lick
96388.073,-0.246,hind lick
96454.737,-0.399,hind lick
96521.392,-0.585,hind lick
96588.051,-0.598,hind lick
96654.709,-0.48,hind lick
96721.369,-0.507,hind lick
96788.027,-0.643,hind lick
96854.679,-0.755,hind lick
96921.337,-0.906,hind lick
96987.999,-0.973,hind lick
97054.654,-0.888,grooming
97121.317,-0.882,grooming
97187.972,-0.692,grooming
97254.632,-0.586,grooming
97321.285,-0.538,grooming
97387.945,-0.503,grooming
97454.605,-0.279,grooming
97521.265,-0.008,grooming
97587.921,0.059,grooming
97654.577,0.15,grooming
97721.234,0.282,grooming
97787.896,0.469,grooming
97854.548,0.743,grooming
97921.208,0.765,grooming
97987.87,0.997,grooming
98054.526,1.063,scratching
98121.184,1.056,scratching
98187.841,1.011,scratching
98254.499,1.143,scratching
98321.159,1.168,scratching
98387.814,1.242,scratching
98454.474,1.314,scratching
98521.129,1.373,scratching
98587.79,1.392,scratching
98654.45,1.468,scratching
98721.107,1.427,scratching
98787.766,1.19,scratching
98854.418,1.086,scratching
98921.077,1.065,scratching
98987.74,0.89,scratching
99054.398,0.745,scratching
99121.05,0.985,scratching
99187.71,0.864,scratching
99254.368,0.75,scratching
99321.027,0.702,scratching
99387.683,0.527,scratching
99454.346,0.149,scratching
99521,-0.058,scratching
99587.658,-0.266,scratching
99654.314,-0.517,scratching
99720.973,-0.682,scratching
99787.635,-0.62,idle
99854.29,-0.596,idle
99920.947,-0.714,idle
99987.605,-0.685,idle
100054.262,-0.435,idle
100120.925,-0.571,idle
100187.584,-0.381,idle
100254.241,-0.169,idle
100320.897,0.005,idle
100387.556,0.236,idle
100454.215,0.519,idle
100520.873,0.612,idle
100587.529,0.824,scratching
100654.185,0.834,scratching
100720.836,0.845,scratching
100787.5,0.857,scratching
100854.158,0.669,scratching
100920.816,0.771,scratching
100987.478,0.809,scratching
101054.137,0.652,scratching
101120.793,0.652,scratching
101187.447,0.629,scratching
101254.11,0.361,scratching
101320.769,-0.001,scratching
101387.427,-0.133,scratching
101454.08,-0.444,scratching
101520.74,-0.628,scratching
101587.396,-0.787,scratching
101654.058,-0.801,scratching
101720.716,-0.789,scratching
101787.375,-0.861,scratching
101854.031,-0.802,scratching
101920.688,-0.884,scratching
101987.343,-0.976,scratching
102054.002,-1.034,scratching
102120.66,-1.069,scratching
102187.318,-1.258,scratching
102253.975,-1.32,scratching
102320.633,-1.422,scratching
102387.291,-1.455,scratching
102453.949,-1.205,scratching
102520.608,-1.124,scratching
102587.265,-1.175,scratching
102653.926,-1.18,scratching
102720.586,-1.269,scratching
102787.242,-1.23,scratching
102853.898,-1.218,scratching
102920.558,-1.26,scratching
102987.216,-1.267,scratching
103053.876,-1.1,abdomen lick
103120.531,-1.073,abdomen lick
103187.189,-0.865,abdomen lick
103253.843,-0.551,abdomen lick
103320.507,-0.091,abdomen lick
103387.159,0.305,abdomen lick
103453.817,0.43,abdomen lick
103520.481,0.65,abdomen lick
103587.138,0.779,abdomen lick
103653.793,0.964,abdomen lick
103720.454,1.212,abdomen lick
103787.11,1.284,abdomen lick
103853.767,1.427,abdomen lick
103920.425,1.655,abdomen lick
103987.081,1.772,abdomen lick
104053.743,1.484,abdomen lick
104120.397,1.338,abdomen lick
104187.053,1.282,abdomen lick
104253.715,1.089,abdomen lick
104320.369,0.886,abdomen lick
104387.03,0.5,abdomen lick
104453.684,0.353,abdomen lick
104520.345,-0.095,abdomen lick
104587.003,-0.152,abdomen lick
104653.661,-0.233,abdomen lick
104720.316,-0.385,abdomen lick
104786.974,-0.466,abdomen lick
104853.632,-0.586,abdomen lick
104920.292,-0.668,fore lick
104986.949,-0.775,fore lick
105053.606,-0.712,fore lick
105120.263,-0.807,fore lick
105186.92,-0.905,fore lick
105253.578,-0.939,fore lick
105320.239,-0.984,fore lick
105386.893,-0.947,fore lick
105453.553,-1.148,fore lick
105520.208,-0.88,fore lick
105586.867,-0.692,fore lick
105653.527,-0.633,fore lick
105720.185,-0.394,fore lick
105786.839,-0.353,fore lick
105853.497,-0.337,fore lick
105920.156,-0.402,fore lick
105986.816,-0.454,fore lick
106053.468,-0.417,fore lick
106120.129,-0.286,fore lick
106186.784,-0.353,fore lick
106253.44,-0.355,fore lick
106320.1,-0.312,fore lick
106386.759,-0.151,fore lick
106453.419,-0.012,fore lick
106520.072,-0.084,fore lick
106586.732,-0.282,fore lick
106653.386,-0.37,fore lick
106720.043,-0.59,fore lick
106786.704,-0.507,fore lick
106853.359,-0.585,fore lick
106920.021,-0.593,fore lick
106986.678,-0.658,fore lick
107053.331,-0.714,fore lick
107119.992,-0.753,fore lick
107186.648,-0.861,fore lick
107253.308,-0.885,fore lick
107319.965,-1.072,fore lick
107386.62,-1.165,fore lick
107453.284,-1.336,fore lick
107519.936,-1.438,fore lick
107586.598,-1.376,fore lick
107653.254,-1.291,fore lick
107719.91,-1.468,fore lick
107786.569,-1.633,fore lick
107853.227,-1.572,fore lick
107919.882,-1.635,fore lick
107986.54,-1.571,fore lick
108053.201,-1.411,fore lick
108119.854,-1.268,fore lick
108186.511,-1.075,fore lick
108253.174,-0.946,fore lick
108319.829,-0.786,fore lick
108386.489,-0.884,fore lick
108453.147,-0.759,fore lick
108519.799,-0.589,fore lick
108586.456,-0.665,fore lick
108653.115,-0.763,fore lick
108719.775,-0.493,fore lick
108786.43,-0.334,fore lick
108853.092,-0.483,fore lick
108919.746,-0.394,fore lick
108986.408,-0.375,fore lick
109053.06,-0.418,fore lick
109119.719,-0.529,fore lick
109186.378,-0.62,fore lick
109253.037,-0.599,fore lick
109319.691,-0.565,fore lick
109386.351,-0.498,fore lick
109453.011,-0.416,fore lick
109519.666,-0.614,fore lick
109586.327,-0.63,fore lick
109652.983,-0.499,fore lick
109719.639,-0.547,fore lick
109786.296,-0.651,fore lick
109852.954,-0.681,fore lick
109919.612,-0.836,fore lick
109986.267,-0.701,fore lick
110052.928,-0.849,fore lick
110119.583,-0.825,fore lick
110186.242,-0.561,fore lick
110252.898,-0.679,fore lick
110319.554,-0.737,fore lick
110386.212,-0.688,fore lick
110452.869,-0.547,fore lick
110519.532,-0.269,fore lick
110586.19,-0.279,fore lick
110652.844,-0.239,fore lick
110719.502,-0.106,hind lick
110786.162,-0.212,hind lick
110852.819,0.027,hind lick
110919.473,0.293,hind lick
110986.136,0.082,hind lick
111052.788,0.256,hind lick
111119.448,0.274,hind lick
111186.108,0.065,hind lick
111252.763,0.064,hind lick
111319.421,0.103,hind lick
111386.075,0.031,hind lick
111452.739,-0.255,hind lick
111519.391,-0.324,hind lick
111586.049,-0.341,hind lick
111652.707,-0.35,hind lick
111719.363,-0.452,hind lick
111786.021,-0.224,hind lick
111852.679,-0.324,hind lick
111919.341,-0.457,hind lick
111985.997,-0.283,hind lick
112052.658,-0.324,hind lick
112119.312,-0.306,hind lick
112185.974,-0.421,idle
112252.631,-0.387,idle
112319.291,-0.441,idle
112385.946,-0.508,idle
112452.607,-0.272,idle
112519.261,-0.278,idle
112585.92,-0.168,idle
112652.576,-0.282,idle
112719.236,-0.564,idle
112785.896,-0.749,idle
112852.555,-0.737,idle
112919.214,-0.668,idle
112985.873,-0.739,idle
113052.527,-0.849,idle
113119.189,-0.91,idle
113185.843,-0.771,idle
113252.5,-0.813,idle
113319.161,-0.77,idle
113385.823,-0.761,idle
113452.477,-0.91,hind lick
113519.136,-1.039,hind lick
113585.792,-1.237,hind lick
113652.449,-1.322,hind lick
113719.114,-1.206,hind lick
113785.768,-1.243,hind lick
113852.425,-1.242,hind lick
113919.085,-1.282,hind lick
113985.747,-1.131,hind lick
114052.402,-1.116,hind lick
114119.058,-1.044,hind lick
114185.72,-1.17,hind lick
114252.378,-1.166,hind lick
114319.038,-1.06,hind lick
114385.695,-1.205,hind lick
114452.351,-1.151,hind lick
114519.006,-1.121,hind lick
114585.67,-1.037,hind lick
114652.328,-0.882,hind lick
114718.987,-0.869,hind lick
114785.646,-0.805,hind lick
114852.303,-1.064,hind lick
114918.961,-1.15,hind lick
114985.617,-1.324,hind lick
115052.274,-1.348,hind lick
115118.934,-1.348,hind lick
115185.59,-1.233,hind lick
115252.251,-1.328,hind lick
115318.909,-1.661,hind lick
115385.564,-1.391,hind lick
115452.226,-1.481,hind lick
115518.882,-1.531,hind lick
115585.541,-1.487,hind lick
115652.197,-1.886,hind lick
115718.857,-1.678,hind lick
115785.519,-1.631,hind lick
115852.175,-1.301,hind lick
115918.835,-1.301,hind lick
115985.489,-1.365,hind lick
116052.15,-1.26,hind lick
116118.806,-1.195,hind lick
116185.462,-1.142,hind lick
116252.125,-1.107,abdomen lick
116318.779,-0.681,abdomen lick
116385.439,-0.799,abdomen lick
116452.096,-0.696,abdomen lick
116518.758,-0.493,abdomen lick
116585.416,-0.522,abdomen lick
116652.071,-0.223,abdomen lick
116718.732,-0.322,abdomen lick
116785.392,-0.261,abdomen lick
116852.045,-0.092,abdomen lick
116918.703,0.064,abdomen lick
116985.364,0.367,abdomen lick
117052.023,0.536,abdomen lick
117118.681,0.585,abdomen lick
117185.342,0.744,abdomen lick
117251.994,1.059,abdomen lick
117318.653,1.007,abdomen lick
117385.31,1.21,abdomen lick
117451.971,1.418,abdomen lick
117518.629,1.408,abdomen lick
117585.291,1.766,abdomen lick
117651.946,2.047,abdomen lick
117718.603,2.399,abdomen lick
117785.26,2.608,abdomen lick
117851.922,2.402,abdomen lick
117918.58,2.547,abdomen lick
117985.24,2.628,abdomen lick
118051.893,2.645,abdomen lick
118118.553,2.679,abdomen lick
118185.212,2.562,abdomen lick
118251.868,2.359,idle
118318.531,2.155,idle
118385.188,2.041,idle
118451.843,1.857,idle
118518.5,1.859,idle
118585.162,1.856,idle
118651.817,1.512,idle
118718.48,1.268,idle
118785.133,1.087,idle
118851.794,1.166,idle
118918.452,0.904,idle
118985.108,0.75,idle
119051.769,0.577,idle
119118.425,0.45,idle
119185.085,0.387,idle
119251.746,0.441,idle
119318.4,0.498,idle
119385.059,0.613,idle
119451.72,0.707,idle
119518.373,0.764,idle
119585.037,0.571,idle
119651.69,0.757,idle
119718.352,0.732,idle
119785.008,0.836,idle
119851.67,0.744,idle
119918.326,0.915,idle
119984.98,0.981,idle
120051.643,0.936,idle
120118.3,1.049,idle
120184.955,1.168,idle
120251.614,1.145,idle
120318.269,1.205,idle
120384.931,1.278,idle
120451.59,1.26,idle
120518.244,1.173,idle
120584.904,1.066,idle
120651.56,0.991,idle
120718.221,0.957,idle
120784.876,0.794,idle
120851.531,0.697,idle
120918.194,0.501,idle
120984.852,0.33,idle
121051.506,0.379,idle
121118.166,0.183,idle
121184.823,0.11,idle
121251.482,0.177,idle
121318.142,0.232,idle
121384.797,0.112,idle
121451.451,-0.02,idle
121518.113,0.191,idle
121584.769,0.363,idle
121651.428,0.472,idle
121718.084,0.38,idle
121784.742,0.477,idle
121851.397,0.698,idle
121918.062,0.94,idle
121984.719,0.987,idle
122051.375,0.963,idle
122118.031,1.041,idle
122184.692,1.006,idle
122251.347,0.901,idle
122318.003,0.935,idle
122384.667,0.825,idle
122451.318,0.86,idle
122517.976,0.711,idle
122584.636,0.572,idle
122651.293,0.539,idle
122717.955,0.783,idle
122784.612,0.812,idle
122851.264,0.758,idle
122917.921,0.677,idle
122984.582,0.754,idle
123051.242,0.824,idle
123117.898,0.827,idle
123184.556,0.975,idle
123251.216,1.127,idle
123317.873,1.054,idle
123384.526,1.091,idle
123451.188,1.098,idle
123517.848,0.996,idle
123584.501,0.998,idle
123651.159,1.085,idle
123717.816,0.907,idle
123784.474,0.819,idle
123851.135,0.757,idle
123917.789,0.748,idle
123984.451,0.708,idle
124051.107,0.701,idle
124117.764,0.747,idle
124184.425,0.58,idle
124251.081,0.427,idle
124317.736,0.308,idle
124384.392,0.339,idle
124451.053,0.273,idle
124517.714,0.21,idle
124584.368,0.097,abdomen lick
124651.023,-0.249,abdomen lick
124717.686,-0.315,abdomen lick
124784.344,-0.457,abdomen lick
124851,-0.359,abdomen lick
124917.656,-0.123,abdomen lick
124984.318,-0.197,abdomen lick
125050.971,-0.116,abdomen lick
125117.633,0.048,abdomen lick
125184.286,0.074,abdomen lick
125250.943,0.22,abdomen lick
125317.605,0.119,abdomen lick
125384.265,0.351,abdomen lick
125450.921,0.417,abdomen lick
125517.577,0.653,abdomen lick
125584.232,0.973,abdomen lick
125650.89,1.199,abdomen lick
125717.549,1.18,abdomen lick
125784.204,1.46,abdomen lick
125850.864,1.475,abdomen lick
125917.526,1.279,abdomen lick
125984.183,1.416,abdomen lick
126050.842,1.384,abdomen lick
126117.496,1.234,abdomen lick
126184.154,1.4,abdomen lick
126250.808,1.373,idle
126317.471,1.54,idle
126384.125,1.376,idle
126450.782,1.388,idle
126517.44,1.323,idle
126584.097,1.244,idle
126650.758,1.256,idle
126717.416,1.347,idle
126784.073,1.375,idle
126850.733,1.331,idle
126917.391,1.323,idle
126984.047,1.342,idle
127050.705,1.27,idle
127117.362,1.277,idle
127184.019,1.26,idle
127250.681,1.11,idle
127317.338,1.245,idle
127383.995,1.381,idle
127450.648,1.369,idle
127517.308,1.453,idle
127583.969,1.55,idle
127650.621,1.39,idle
127717.28,1.37,idle
127783.936,1.211,idle
127850.598,0.959,idle
127917.253,0.858,idle
127983.916,0.534,idle
128050.573,0.416,hind lick
128117.231,0.253,hind lick
128183.887,0.239,hind lick
128250.548,0.357,hind lick
128317.202,0.337,hind lick
128383.859,0.115,hind lick
128450.518,0.227,hind lick
128517.178,0.236,hind lick
128583.837,0.132,hind lick
128650.494,0.288,hind lick
128717.149,0.318,hind lick
128783.811,0.286,hind lick
128850.467,0.472,hind lick
128917.122,0.514,hind lick
128983.781,0.612,hind lick
129050.44,0.643,hind lick
129117.097,0.682,hind lick
129183.758,0.461,hind lick
129250.413,0.331,hind lick
129317.072,0.263,hind lick
129383.73,0.186,idle
129450.392,0.11,idle
129517.049,-0.15,idle
129583.702,-0.361,idle
129650.362,-0.497,idle
129717.022,-0.576,idle
129783.682,-0.573,idle
129850.338,-0.607,idle
129916.995,-0.737,idle
129983.653,-0.673,idle
130050.308,-0.746,idle
130116.97,-0.71,idle
130183.626,-0.67,idle
130250.282,-0.588,idle
130316.946,-0.622,idle
130383.599,-0.567,idle
130450.26,-0.69,idle
130516.916,-0.564,idle
130583.573,-0.541,idle
130650.236,-0.522,walking
130716.893,-0.579,walking
130783.55,-0.699,walking
130850.206,-0.605,walking
130916.867,-0.568,walking
130983.525,-0.697,walking
131050.179,-0.597,walking
131116.84,-0.52,walking
131183.496,-0.518,walking
131250.159,-0.48,walking
131316.81,-0.502,walking
131383.471,-0.358,walking
131450.132,-0.233,walking
131516.791,-0.33,walking
131583.446,-0.261,walking
131650.102,-0.232,walking
131716.762,0.064,walking
131783.418,0.189,walking
131850.076,0.13,walking
131916.737,0.082,walking
131983.392,0.216,walking
132050.049,0.294,walking
132116.711,0.209,walking
132183.369,0.351,walking
132250.029,0.351,walking
132316.687,0.425,walking
132383.342,0.205,walking
132449.997,0.008,walking
132516.656,-0.102,walking
132583.317,-0.195,walking
132649.976,-0.166,walking
132716.63,-0.389,walking
132783.293,-0.31,walking
132849.945,-0.297,walking
132916.607,-0.293,walking
132983.266,-0.191,walking
133049.921,-0.11,walking
133116.577,0.131,walking
133183.235,0.021,walking
133249.894,0.062,grooming
133316.556,0.054,grooming
133383.215,0.095,grooming
133449.871,0.103,grooming
133516.527,0.235,grooming
133583.188,0.359,grooming
133649.845,0.479,grooming
133716.5,0.701,grooming
133783.158,0.696,grooming
133849.818,0.677,grooming
133916.478,0.845,grooming
133983.134,0.871,grooming
134049.789,0.673,grooming
134116.452,0.448,grooming
134183.107,0.342,grooming
134249.767,0.171,grooming
134316.423,0.171,grooming
134383.083,0.248,grooming
134449.738,0.413,walking
134516.398,0.579,walking
134583.055,0.596,walking
134649.712,0.416,walking
134716.374,0.196,walking
134783.03,0.085,walking
134849.686,0.106,walking
134916.346,-0.026,walking
134983.003,-0.054,walking
135049.661,-0.059,walking
135116.323,-0.206,walking
135182.977,-0.081,walking
135249.638,-0.117,walking
135316.295,-0.499,walking
135382.952,-0.774,walking
135449.606,-1.03,walking
135516.265,-1.221,walking
135582.929,-1.42,walking
135649.582,-1.491,walking
135716.243,-1.404,walking
135782.902,-1.504,walking
135849.56,-1.637,idle
135916.215,-1.636,idle
135982.87,-1.779,idle
136049.531,-1.749,idle
136116.19,-1.687,idle
136182.846,-1.597,idle
136249.508,-1.596,idle
136316.165,-1.363,idle
136382.82,-1.069,idle
136449.481,-1.059,idle
136516.14,-1.105,idle
136582.798,-0.937,idle
136649.457,-0.81,idle
136716.116,-1.019,idle
136782.769,-0.989,idle
136849.429,-0.852,idle
136916.089,-0.79,idle
136982.743,-0.716,idle
137049.403,-0.579,idle
137116.066,-0.508,idle
137182.722,-0.594,idle
137249.377,-0.447,idle
137316.037,-0.504,idle
137382.693,-0.56,idle
137449.352,-0.449,idle
137516.009,-0.344,idle
137582.667,-0.33,idle
137649.33,-0.371,idle
137715.986,-0.319,idle
137782.645,-0.123,walking
137849.305,-0.189,walking
137915.964,-0.202,walking
137982.617,-0.276,walking
138049.281,-0.384,walking
138115.936,-0.389,walking
138182.598,-0.39,walking
138249.255,-0.544,walking
138315.91,-0.429,walking
138382.569,-0.494,walking
138449.229,-0.399,walking
138515.882,-0.422,walking
138582.545,-0.462,walking
138649.203,-0.525,walking
138715.861,-0.508,walking
138782.518,-0.719,walking
138849.178,-0.603,walking
138915.836,-0.619,walking
138982.49,-0.608,walking
139049.15,-0.736,walking
139115.807,-1.027,walking
139182.47,-1.171,walking
139249.127,-1.151,walking
139315.785,-1.309,walking
139382.441,-1.316,walking
139449.098,-1.302,walking
139515.757,-1.4,walking
139582.414,-1.426,walking
139649.076,-1.426,walking
139715.736,-1.468,walking
139782.39,-1.425,walking
139849.052,-1.521,walking
139915.709,-1.612,walking
139982.366,-1.654,walking
140049.024,-1.513,walking
140115.68,-1.239,walking
